flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
34530,12,166,128,120,0,0,0,56,2076,2368,2204,2544
1461,12,147,128,688,0,0,0,187,2076,12517,2204,13392
1604,12,116,128,692,0,0,0,6,2076,15491,2204,16189
13905,12,85,128,1004,0,0,0,14,2076,35866,2204,36884
4495,12,191,128,284,0,0,0,76,2076,2396,2204,2756
308,12,130,128,2766,0,0,0,40,2076,15853,2204,18659
26,12,77,128,260,0,0,0,0,2076,3882,2204,4142
2,12,71,128,56,0,0,0,0,2076,510,2204,566
13318,12,189,128,30,0,0,0,43,2076,32,2204,105
117,12,170,128,358,0,0,0,52,2076,3780,2204,4190
2971,12,86,128,368,0,0,0,10,2076,5506,2204,5884
104,12,142,128,450,0,0,0,0,2076,4255,2204,4705
83,12,152,128,278,0,0,0,30,2076,1385,2204,1693
165,12,129,128,48,0,0,0,6,2076,716,2204,770
14,12,119,128,46,0,0,0,33,2076,1423,2204,1502
66,12,95,128,866,0,0,0,122,2076,7158,2204,8146
33,12,108,128,54,0,0,0,44,2076,169,2204,267
429,12,109,128,860,0,0,0,0,2076,6383,2204,7243
6,12,182,128,28,0,0,0,50,2076,62,2204,140
10,12,74,128,20,0,0,0,50,2076,16,2204,86
26,12,36,128,96,0,0,0,0,2076,479,2204,575
1,12,137,128,6,0,0,0,2,2076,36,2204,44
14,12,138,128,672,0,0,0,10,2076,4236,2204,4918
978,12,11,128,4,0,0,0,0,2076,38,2204,42
66288,147,166,688,120,0,0,187,56,12517,2368,13392,2544
1277,147,170,688,358,0,0,187,52,12517,3780,13392,4190
1452,147,12,688,128,0,0,187,0,12517,2076,13392,2204
1995,147,116,688,692,0,0,187,6,12517,15491,13392,16189
7980,147,85,688,1004,0,0,187,14,12517,35866,13392,36884
895,147,130,688,2766,0,0,187,40,12517,15853,13392,18659
181,147,77,688,260,0,0,187,0,12517,3882,13392,4142
106,147,71,688,56,0,0,187,0,12517,510,13392,566
15246,147,189,688,30,0,0,187,43,12517,32,13392,105
1337,147,86,688,368,0,0,187,10,12517,5506,13392,5884
1031,147,152,688,278,0,0,187,30,12517,1385,13392,1693
397,147,129,688,48,0,0,187,6,12517,716,13392,770
133,147,119,688,46,0,0,187,33,12517,1423,13392,1502
25,147,186,688,344,0,0,187,10,12517,1261,13392,1615
169,147,95,688,866,0,0,187,122,12517,7158,13392,8146
190,147,108,688,54,0,0,187,44,12517,169,13392,267
260,147,109,688,860,0,0,187,0,12517,6383,13392,7243
50,147,182,688,28,0,0,187,50,12517,62,13392,140
129,147,74,688,20,0,0,187,50,12517,16,13392,86
45,147,137,688,6,0,0,187,2,12517,36,13392,44
34,147,138,688,672,0,0,187,10,12517,4236,13392,4918
18,147,36,688,96,0,0,187,0,12517,479,13392,575
1399,147,37,688,0,0,0,187,115,12517,0,13392,115
340,147,41,688,8,0,0,187,0,12517,42,13392,50
1652,116,12,692,128,0,0,6,0,15491,2076,16189,2204
1919,116,147,692,688,0,0,6,187,15491,12517,16189,13392
44483,116,166,692,120,0,0,6,56,15491,2368,16189,2544
3374,116,85,692,1004,0,0,6,14,15491,35866,16189,36884
3406,116,191,692,284,0,0,6,76,15491,2396,16189,2756
3019,116,130,692,2766,0,0,6,40,15491,15853,16189,18659
806,116,77,692,260,0,0,6,0,15491,3882,16189,4142
126,116,71,692,56,0,0,6,0,15491,510,16189,566
4010,116,189,692,30,0,0,6,43,15491,32,16189,105
438,116,170,692,358,0,0,6,52,15491,3780,16189,4190
754,116,86,692,368,0,0,6,10,15491,5506,16189,5884
845,116,142,692,450,0,0,6,0,15491,4255,16189,4705
315,116,152,692,278,0,0,6,30,15491,1385,16189,1693
305,116,129,692,48,0,0,6,6,15491,716,16189,770
29,116,186,692,344,0,0,6,10,15491,1261,16189,1615
123,116,95,692,866,0,0,6,122,15491,7158,16189,8146
152,116,108,692,54,0,0,6,44,15491,169,16189,267
179,116,109,692,860,0,0,6,0,15491,6383,16189,7243
84,116,182,692,28,0,0,6,50,15491,62,16189,140
201,116,74,692,20,0,0,6,50,15491,16,16189,86
103,116,36,692,96,0,0,6,0,15491,479,16189,575
21,116,137,692,6,0,0,6,2,15491,36,16189,44
69,116,138,692,672,0,0,6,10,15491,4236,16189,4918
1749,116,18,692,124,0,0,6,0,15491,1422,16189,1546
2462,116,195,692,216,0,0,6,148,15491,1174,16189,1538
34929,166,12,120,128,0,0,56,0,2368,2076,2544,2204
3164,166,18,120,124,0,0,56,0,2368,1422,2544,1546
65994,166,147,120,688,0,0,56,187,2368,12517,2544,13392
5271,166,195,120,216,0,0,56,148,2368,1174,2544,1538
3008,166,186,120,344,0,0,56,10,2368,1261,2544,1615
825,166,67,120,6,0,0,56,0,2368,21,2544,27
7668,166,71,120,56,0,0,56,0,2368,510,2544,566
0,166,102,120,82,0,0,56,176,2368,1187,2544,1445
439,166,66,120,38,0,0,56,0,2368,360,2544,398
3935,166,158,120,4,0,0,56,14,2368,19,2544,37
1148,166,73,120,106,0,0,56,4,2368,374,2544,484
43823,166,116,120,692,0,0,56,6,2368,15491,2544,16189
99531,166,85,120,1004,0,0,56,14,2368,35866,2544,36884
86095,166,191,120,284,0,0,56,76,2368,2396,2544,2756
27698,166,130,120,2766,0,0,56,40,2368,15853,2544,18659
13788,166,77,120,260,0,0,56,0,2368,3882,2544,4142
129796,166,189,120,30,0,0,56,43,2368,32,2544,105
24180,166,170,120,358,0,0,56,52,2368,3780,2544,4190
33927,166,86,120,368,0,0,56,10,2368,5506,2544,5884
42210,166,142,120,450,0,0,56,0,2368,4255,2544,4705
14383,166,152,120,278,0,0,56,30,2368,1385,2544,1693
11412,166,129,120,48,0,0,56,6,2368,716,2544,770
4970,166,119,120,46,0,0,56,33,2368,1423,2544,1502
4310,166,95,120,866,0,0,56,122,2368,7158,2544,8146
6717,166,108,120,54,0,0,56,44,2368,169,2544,267
9422,166,109,120,860,0,0,56,0,2368,6383,2544,7243
4843,166,182,120,28,0,0,56,50,2368,62,2544,140
8337,166,74,120,20,0,0,56,50,2368,16,2544,86
4830,166,36,120,96,0,0,56,0,2368,479,2544,575
1535,166,137,120,6,0,0,56,2,2368,36,2544,44
2145,166,138,120,672,0,0,56,10,2368,4236,2544,4918
345,166,0,120,0,0,0,56,28,2368,0,2544,28
1007,166,61,120,6,0,0,56,0,2368,30,2544,36
411,166,201,120,64,0,0,56,0,2368,548,2544,612
37,166,43,120,0,0,0,56,14,2368,0,2544,14
657,166,89,120,10,0,0,56,0,2368,910,2544,920
1567,166,110,120,40,0,0,56,134,2368,2127,2544,2301
36,166,135,120,8,0,0,56,0,2368,6,2544,14
275,166,133,120,0,0,0,56,4,2368,0,2544,4
493,166,30,120,12,0,0,56,0,2368,26,2544,38
432,166,153,120,202,0,0,56,53,2368,971,2544,1226
1364,166,76,120,80,0,0,56,0,2368,321,2544,401
30,85,43,1004,0,0,0,14,14,35866,0,36884,14
638,85,158,1004,4,0,0,14,14,35866,19,36884,37
13647,85,12,1004,128,0,0,14,0,35866,2076,36884,2204
7634,85,147,1004,688,0,0,14,187,35866,12517,36884,13392
3248,85,116,1004,692,0,0,14,6,35866,15491,36884,16189
100961,85,166,1004,120,0,0,14,56,35866,2368,36884,2544
12659,85,191,1004,284,0,0,14,76,35866,2396,36884,2756
2415,85,130,1004,2766,0,0,14,40,35866,15853,36884,18659
352,85,77,1004,260,0,0,14,0,35866,3882,36884,4142
511,85,71,1004,56,0,0,14,0,35866,510,36884,566
23212,85,189,1004,30,0,0,14,43,35866,32,36884,105
1101,85,170,1004,358,0,0,14,52,35866,3780,36884,4190
93,85,86,1004,368,0,0,14,10,35866,5506,36884,5884
3806,85,142,1004,450,0,0,14,0,35866,4255,36884,4705
731,85,152,1004,278,0,0,14,30,35866,1385,36884,1693
216,85,119,1004,46,0,0,14,33,35866,1423,36884,1502
