flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
2184,12,147,210,302,3745,19025,0,967,0,0,3955,20294
1192,12,116,210,82,3745,2051,0,367,0,0,3955,2500
38828,12,166,210,18,3745,1835,0,875,0,0,3955,2728
11380,12,85,210,64,3745,6013,0,1672,0,0,3955,7749
4790,12,191,210,492,3745,4221,0,153,0,0,3955,4866
291,12,130,210,2086,3745,26001,0,1456,0,0,3955,29543
96,12,77,210,26,3745,991,0,0,0,0,3955,1017
3,12,71,210,16,3745,322,0,0,0,0,3955,338
15082,12,189,210,24,3745,4,0,67,0,0,3955,95
97,12,170,210,172,3745,6732,0,72,0,0,3955,6976
2995,12,86,210,150,3745,2237,0,265,0,0,3955,2652
140,12,142,210,358,3745,7630,0,137,0,0,3955,8125
57,12,152,210,56,3745,2177,0,119,0,0,3955,2352
141,12,129,210,6,3745,121,0,157,0,0,3955,284
21,12,119,210,4,3745,913,0,11,0,0,3955,928
81,12,95,210,102,3745,6671,0,130,0,0,3955,6903
11,12,108,210,60,3745,76,0,65,0,0,3955,201
188,12,109,210,590,3745,11668,0,285,0,0,3955,12543
8,12,182,210,4,3745,25,0,20,0,0,3955,49
11,12,74,210,32,3745,2,0,29,0,0,3955,63
9,12,36,210,24,3745,786,0,0,0,0,3955,810
2,12,137,210,8,3745,11,0,4,0,0,3955,23
4,12,138,210,38,3745,1193,0,42,0,0,3955,1273
988,12,11,210,8,3745,82,0,0,0,0,3955,90
737,147,130,302,2086,19025,26001,967,1456,0,0,20294,29543
1261,147,170,302,172,19025,6732,967,72,0,0,20294,6976
1820,147,12,302,210,19025,3745,967,0,0,0,20294,3955
2007,147,116,302,82,19025,2051,967,367,0,0,20294,2500
62274,147,166,302,18,19025,1835,967,875,0,0,20294,2728
8221,147,85,302,64,19025,6013,967,1672,0,0,20294,7749
2,147,191,302,492,19025,4221,967,153,0,0,20294,4866
193,147,77,302,26,19025,991,967,0,0,0,20294,1017
152,147,71,302,16,19025,322,967,0,0,0,20294,338
15597,147,189,302,24,19025,4,967,67,0,0,20294,95
1649,147,86,302,150,19025,2237,967,265,0,0,20294,2652
1,147,142,302,358,19025,7630,967,137,0,0,20294,8125
926,147,152,302,56,19025,2177,967,119,0,0,20294,2352
623,147,129,302,6,19025,121,967,157,0,0,20294,284
143,147,119,302,4,19025,913,967,11,0,0,20294,928
23,147,186,302,60,19025,1376,967,84,0,0,20294,1520
155,147,95,302,102,19025,6671,967,130,0,0,20294,6903
230,147,108,302,60,19025,76,967,65,0,0,20294,201
333,147,109,302,590,19025,11668,967,285,0,0,20294,12543
81,147,182,302,4,19025,25,967,20,0,0,20294,49
186,147,74,302,32,19025,2,967,29,0,0,20294,63
16,147,137,302,8,19025,11,967,4,0,0,20294,23
24,147,138,302,38,19025,1193,967,42,0,0,20294,1273
1668,147,37,302,0,19025,0,967,181,0,0,20294,181
