flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
40747,12,166,74,0,0,0,0,0,0,0,74,0
2257,12,11,74,0,0,0,0,0,0,0,74,0
0,12,159,74,0,0,0,0,0,0,0,74,0
2096,12,147,74,0,0,0,0,0,0,0,74,0
1651,12,116,74,9,0,0,0,0,0,0,74,9
11284,12,85,74,0,0,0,0,0,0,0,74,0
5018,12,191,74,200,0,0,0,0,0,0,74,200
377,12,130,74,46,0,0,0,0,0,0,74,46
114,12,77,74,0,0,0,0,0,0,0,74,0
128,12,95,74,7,0,0,0,0,0,0,74,7
4,12,71,74,0,0,0,0,0,0,0,74,0
13723,12,189,74,6,0,0,0,0,0,0,74,6
84,12,170,74,10,0,0,0,0,0,0,74,10
511,12,109,74,0,0,0,0,0,0,0,74,0
3007,12,86,74,24,0,0,0,0,0,0,74,24
95,12,142,74,1,0,0,0,0,0,0,74,1
30,12,152,74,4,0,0,0,0,0,0,74,4
12,12,138,74,1,0,0,0,0,0,0,74,1
200,12,129,74,0,0,0,0,0,0,0,74,0
3,12,119,74,0,0,0,0,0,0,0,74,0
27,12,108,74,15,0,0,0,0,0,0,74,15
16,12,182,74,0,0,0,0,0,0,0,74,0
11,12,74,74,6,0,0,0,0,0,0,74,6
6,12,36,74,0,0,0,0,0,0,0,74,0
15823,147,189,0,6,0,0,0,0,0,0,0,6
19,147,191,0,200,0,0,0,0,0,0,0,200
11,147,110,0,24,0,0,0,0,0,0,0,24
269,147,178,0,0,0,0,0,0,0,0,0,0
27,147,148,0,0,0,0,0,0,0,0,0,0
937,147,152,0,4,0,0,0,0,0,0,0,4
273,147,179,0,0,0,0,0,0,0,0,0,0
71464,147,166,0,0,0,0,0,0,0,0,0,0
199,147,119,0,0,0,0,0,0,0,0,0,0
1154,147,170,0,10,0,0,0,0,0,0,0,10
3,147,159,0,0,0,0,0,0,0,0,0,0
12,147,201,0,0,0,0,0,0,0,0,0,0
2,147,36,0,0,0,0,0,0,0,0,0,0
950,147,130,0,46,0,0,0,0,0,0,0,46
1609,147,12,0,74,0,0,0,0,0,0,0,74
2163,147,116,0,9,0,0,0,0,0,0,0,9
7622,147,85,0,0,0,0,0,0,0,0,0,0
231,147,77,0,0,0,0,0,0,0,0,0,0
197,147,95,0,7,0,0,0,0,0,0,0,7
128,147,71,0,0,0,0,0,0,0,0,0,0
411,147,109,0,0,0,0,0,0,0,0,0,0
1990,147,86,0,24,0,0,0,0,0,0,0,24
1,147,142,0,1,0,0,0,0,0,0,0,1
79,147,138,0,1,0,0,0,0,0,0,0,1
697,147,129,0,0,0,0,0,0,0,0,0,0
23,147,186,0,0,0,0,0,0,0,0,0,0
189,147,108,0,15,0,0,0,0,0,0,0,15
39,147,182,0,0,0,0,0,0,0,0,0,0
143,147,74,0,6,0,0,0,0,0,0,0,6
14,147,137,0,0,0,0,0,0,0,0,0,0
1880,147,37,0,0,0,0,0,0,0,0,0,0
381,147,41,0,0,0,0,0,0,0,0,0,0
2,116,122,9,0,0,0,0,0,0,0,9,0
8,116,119,9,0,0,0,0,0,0,0,9,0
3,116,116,9,9,0,0,0,0,0,0,9,9
3,116,123,9,0,0,0,0,0,0,0,9,0
248,116,120,9,0,0,0,0,0,0,0,9,0
4,116,131,9,0,0,0,0,0,0,0,9,0
2395,116,18,9,2,0,0,0,0,0,0,9,2
3,116,25,9,0,0,0,0,0,0,0,9,0
3871,116,130,9,46,0,0,0,0,0,0,9,46
3,116,24,9,0,0,0,0,0,0,0,9,0
47220,116,166,9,0,0,0,0,0,0,0,9,0
75,116,132,9,15,0,0,0,0,0,0,9,15
3731,116,195,9,55,0,0,0,0,0,0,9,55
1,116,168,9,0,0,0,0,0,0,0,9,0
5,116,47,9,0,0,0,0,0,0,0,9,0
5,116,121,9,0,0,0,0,0,0,0,9,0
1,116,84,9,0,0,0,0,0,0,0,9,0
1635,116,12,9,74,0,0,0,0,0,0,9,74
2156,116,147,9,0,0,0,0,0,0,0,9,0
3859,116,85,9,0,0,0,0,0,0,0,9,0
2917,116,191,9,200,0,0,0,0,0,0,9,200
1119,116,77,9,0,0,0,0,0,0,0,9,0
150,116,95,9,7,0,0,0,0,0,0,9,7
127,116,71,9,0,0,0,0,0,0,0,9,0
3055,116,189,9,6,0,0,0,0,0,0,9,6
383,116,170,9,10,0,0,0,0,0,0,9,10
208,116,109,9,0,0,0,0,0,0,0,9,0
1021,116,86,9,24,0,0,0,0,0,0,9,24
751,116,142,9,1,0,0,0,0,0,0,9,1
299,116,152,9,4,0,0,0,0,0,0,9,4
114,116,138,9,1,0,0,0,0,0,0,9,1
453,116,129,9,0,0,0,0,0,0,0,9,0
35,116,186,9,0,0,0,0,0,0,0,9,0
114,116,108,9,15,0,0,0,0,0,0,9,15
57,116,182,9,0,0,0,0,0,0,0,9,0
171,116,74,9,6,0,0,0,0,0,0,9,6
133,116,36,9,0,0,0,0,0,0,0,9,0
20,116,137,9,0,0,0,0,0,0,0,9,0
98648,166,85,0,0,0,0,0,0,0,0,0,0
5057,166,195,0,55,0,0,0,0,0,0,0,55
122039,166,189,0,6,0,0,0,0,0,0,0,6
0,166,46,0,0,0,0,0,0,0,0,0,0
71666,166,147,0,0,0,0,0,0,0,0,0,0
85990,166,191,0,200,0,0,0,0,0,0,0,200
9,166,107,0,2,0,0,0,0,0,0,0,2
8,166,64,0,0,0,0,0,0,0,0,0,0
4834,166,182,0,0,0,0,0,0,0,0,0,0
1548,166,137,0,0,0,0,0,0,0,0,0,0
1271,166,110,0,24,0,0,0,0,0,0,0,24
6652,166,119,0,0,0,0,0,0,0,0,0,0
16018,166,77,0,0,0,0,0,0,0,0,0,0
