flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
2458,12,11,198,0,0,0,0,0,0,0,198,0
39685,12,166,198,0,0,0,0,0,0,0,198,0
12240,12,85,198,15,0,0,0,0,0,0,198,15
2108,12,147,198,33,0,0,0,0,0,0,198,33
1735,12,116,198,45,0,0,0,0,0,0,198,45
5439,12,191,198,530,0,0,0,0,0,0,198,530
472,12,130,198,495,0,0,0,0,0,0,198,495
200,12,77,198,5,0,0,0,0,0,0,198,5
3,12,71,198,0,0,0,0,0,0,0,198,0
16699,12,189,198,28,0,0,0,0,0,0,198,28
114,12,170,198,25,0,0,0,0,0,0,198,25
3253,12,86,198,123,0,0,0,0,0,0,198,123
117,12,142,198,20,0,0,0,0,0,0,198,20
107,12,152,198,10,0,0,0,0,0,0,198,10
239,12,129,198,0,0,0,0,0,0,0,198,0
23,12,119,198,0,0,0,0,0,0,0,198,0
62,12,95,198,38,0,0,0,0,0,0,198,38
19,12,108,198,65,0,0,0,0,0,0,198,65
710,12,109,198,5,0,0,0,0,0,0,198,5
16,12,182,198,0,0,0,0,0,0,0,198,0
13,12,74,198,25,0,0,0,0,0,0,198,25
19,12,36,198,0,0,0,0,0,0,0,198,0
11,12,138,198,5,0,0,0,0,0,0,198,5
2402,147,116,33,45,0,0,0,0,0,0,33,45
8870,147,85,33,15,0,0,0,0,0,0,33,15
23,147,191,33,530,0,0,0,0,0,0,33,530
416,147,178,33,0,0,0,0,0,0,0,33,0
22,147,148,33,0,0,0,0,0,0,0,33,0
3,147,142,33,20,0,0,0,0,0,0,33,20
910,147,152,33,10,0,0,0,0,0,0,33,10
0,147,195,33,219,0,0,0,0,0,0,33,219
71028,147,166,33,0,0,0,0,0,0,0,33,0
5,147,168,33,0,0,0,0,0,0,0,33,0
198,147,95,33,38,0,0,0,0,0,0,33,38
317,147,179,33,0,0,0,0,0,0,0,33,0
7,147,199,33,17,0,0,0,0,0,0,33,17
199,147,119,33,0,0,0,0,0,0,0,33,0
1307,147,170,33,25,0,0,0,0,0,0,33,25
923,147,130,33,495,0,0,0,0,0,0,33,495
49,147,138,33,5,0,0,0,0,0,0,33,5
2,147,110,33,60,0,0,0,0,0,0,33,60
6,147,58,33,5,0,0,0,0,0,0,33,5
21,147,36,33,0,0,0,0,0,0,0,33,0
1788,147,12,33,198,0,0,0,0,0,0,33,198
188,147,77,33,5,0,0,0,0,0,0,33,5
96,147,71,33,0,0,0,0,0,0,0,33,0
15922,147,189,33,28,0,0,0,0,0,0,33,28
1713,147,86,33,123,0,0,0,0,0,0,33,123
588,147,129,33,0,0,0,0,0,0,0,33,0
17,147,186,33,0,0,0,0,0,0,0,33,0
214,147,108,33,65,0,0,0,0,0,0,33,65
632,147,109,33,5,0,0,0,0,0,0,33,5
60,147,182,33,0,0,0,0,0,0,0,33,0
177,147,74,33,25,0,0,0,0,0,0,33,25
13,147,137,33,0,0,0,0,0,0,0,33,0
1933,147,37,33,0,0,0,0,0,0,0,33,0
352,147,41,33,0,0,0,0,0,0,0,33,0
2107,116,147,45,33,0,0,0,0,0,0,45,33
2808,116,191,45,530,0,0,0,0,0,0,45,530
17,116,119,45,0,0,0,0,0,0,0,45,0
5,116,116,45,45,0,0,0,0,0,0,45,45
0,116,168,45,0,0,0,0,0,0,0,45,0
1,116,123,45,0,0,0,0,0,0,0,45,0
7,116,51,45,0,0,0,0,0,0,0,45,0
169,116,120,45,0,0,0,0,0,0,0,45,0
2257,116,18,45,15,0,0,0,0,0,0,45,15
4,116,118,45,0,0,0,0,0,0,0,45,0
73,116,138,45,5,0,0,0,0,0,0,45,5
