flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
2280,12,147,258,156,3566,13099,0,1317,0,0,3824,14572
1778,12,116,258,64,3566,320,0,29,0,0,3824,413
48207,12,166,258,10,3566,313,0,538,0,0,3824,861
13649,12,85,258,28,3566,851,0,143,0,0,3824,1022
5616,12,191,258,580,3566,4503,0,147,0,0,3824,5230
580,12,130,258,1480,3566,17664,0,1040,0,0,3824,20184
74,12,77,258,8,3566,246,0,0,0,0,3824,254
17076,12,189,258,27,3566,5,0,37,0,0,3824,69
154,12,170,258,32,3566,4378,0,245,0,0,3824,4655
2625,12,86,258,158,3566,585,0,75,0,0,3824,818
61,12,142,258,175,3566,6456,0,486,0,0,3824,7117
89,12,152,258,17,3566,794,0,28,0,0,3824,839
201,12,129,258,0,3566,0,0,98,0,0,3824,98
24,12,119,258,2,3566,138,0,48,0,0,3824,188
118,12,95,258,60,3566,2405,0,18,0,0,3824,2483
6,12,71,258,6,3566,34,0,4,0,0,3824,44
28,12,108,258,71,3566,32,0,19,0,0,3824,122
236,12,109,258,228,3566,8289,0,191,0,0,3824,8708
8,12,182,258,1,3566,1,0,12,0,0,3824,14
9,12,74,258,32,3566,0,0,4,0,0,3824,36
5,12,36,258,9,3566,457,0,0,0,0,3824,466
10,12,138,258,10,3566,222,0,20,0,0,3824,252
1326,12,11,258,10,3566,154,0,0,0,0,3824,164
1094,147,130,156,1480,13099,17664,1317,1040,0,0,14572,20184
918,147,170,156,32,13099,4378,1317,245,0,0,14572,4655
1691,147,12,156,258,13099,3566,1317,0,0,0,14572,3824
1865,147,116,156,64,13099,320,1317,29,0,0,14572,413
78110,147,166,156,10,13099,313,1317,538,0,0,14572,861
9091,147,85,156,28,13099,851,1317,143,0,0,14572,1022
1,147,191,156,580,13099,4503,1317,147,0,0,14572,5230
276,147,77,156,8,13099,246,1317,0,0,0,14572,254
183,147,71,156,6,13099,34,1317,4,0,0,14572,44
16973,147,189,156,27,13099,5,1317,37,0,0,14572,69
2192,147,86,156,158,13099,585,1317,75,0,0,14572,818
636,147,152,156,17,13099,794,1317,28,0,0,14572,839
818,147,129,156,0,13099,0,1317,98,0,0,14572,98
152,147,119,156,2,13099,138,1317,48,0,0,14572,188
71,147,186,156,28,13099,374,1317,13,0,0,14572,415
270,147,95,156,60,13099,2405,1317,18,0,0,14572,2483
326,147,108,156,71,13099,32,1317,19,0,0,14572,122
703,147,109,156,228,13099,8289,1317,191,0,0,14572,8708
85,147,182,156,1,13099,1,1317,12,0,0,14572,14
270,147,74,156,32,13099,0,1317,4,0,0,14572,36
46,147,137,156,6,13099,6,1317,0,0,0,14572,12
47,147,138,156,10,13099,222,1317,20,0,0,14572,252
1584,147,37,156,0,13099,0,1317,58,0,0,14572,58
390,147,41,156,0,13099,0,1317,37,0,0,14572,37
2552,116,195,64,247,320,269,29,43,0,0,413,559
1728,116,12,64,258,320,3566,29,0,0,0,413,3824
1927,116,147,64,156,320,13099,29,1317,0,0,413,14572
42293,116,166,64,10,320,313,29,538,0,0,413,861
3671,116,85,64,28,320,851,29,143,0,0,413,1022
3109,116,191,64,580,320,4503,29,147,0,0,413,5230
2343,116,130,64,1480,320,17664,29,1040,0,0,413,20184
934,116,77,64,8,320,246,29,0,0,0,413,254
148,116,71,64,6,320,34,29,4,0,0,413,44
3848,116,189,64,27,320,5,29,37,0,0,413,69
438,116,170,64,32,320,4378,29,245,0,0,413,4655
946,116,86,64,158,320,585,29,75,0,0,413,818
789,116,142,64,175,320,6456,29,486,0,0,413,7117
163,116,152,64,17,320,794,29,28,0,0,413,839
358,116,129,64,0,320,0,29,98,0,0,413,98
43,116,186,64,28,320,374,29,13,0,0,413,415
67,116,95,64,60,320,2405,29,18,0,0,413,2483
203,116,108,64,71,320,32,29,19,0,0,413,122
196,116,109,64,228,320,8289,29,191,0,0,413,8708
60,116,182,64,1,320,1,29,12,0,0,413,14
162,116,74,64,32,320,0,29,4,0,0,413,36
79,116,36,64,9,320,457,29,0,0,0,413,466
28,116,137,64,6,320,6,29,0,0,0,413,12
33,116,138,64,10,320,222,29,20,0,0,413,252
1605,116,18,64,24,320,57,29,0,0,0,413,81
44662,166,12,10,258,313,3566,538,0,0,0,861,3824
62931,166,147,10,156,313,13099,538,1317,0,0,861,14572
36792,166,116,10,64,313,320,538,29,0,0,861,413
76645,166,85,10,28,313,851,538,143,0,0,861,1022
100648,166,191,10,580,313,4503,538,147,0,0,861,5230
26557,166,130,10,1480,313,17664,538,1040,0,0,861,20184
11636,166,77,10,8,313,246,538,0,0,0,861,254
8425,166,71,10,6,313,34,538,4,0,0,861,44
104594,166,189,10,27,313,5,538,37,0,0,861,69
21955,166,170,10,32,313,4378,538,245,0,0,861,4655
31909,166,86,10,158,313,585,538,75,0,0,861,818
49794,166,142,10,175,313,6456,538,486,0,0,861,7117
10525,166,152,10,17,313,794,538,28,0,0,861,839
11546,166,129,10,0,313,0,538,98,0,0,861,98
5456,166,119,10,2,313,138,538,48,0,0,861,188
2186,166,186,10,28,313,374,538,13,0,0,861,415
2414,166,95,10,60,313,2405,538,18,0,0,861,2483
6710,166,108,10,71,313,32,538,19,0,0,861,122
7032,166,109,10,228,313,8289,538,191,0,0,861,8708
3723,166,182,10,1,313,1,538,12,0,0,861,14
7960,166,74,10,32,313,0,538,4,0,0,861,36
4222,166,36,10,9,313,457,538,0,0,0,861,466
1355,166,137,10,6,313,6,538,0,0,0,861,12
1689,166,138,10,10,313,222,538,20,0,0,861,252
3114,166,18,10,24,313,57,538,0,0,0,861,81
2472,166,158,10,0,313,0,538,9,0,0,861,9
3812,166,195,10,247,313,269,538,43,0,0,861,559
859,166,67,10,0,313,0,538,10,0,0,861,10
745,166,0,10,0,313,0,538,1,0,0,861,1
1463,166,61,10,0,313,0,538,7,0,0,861,7
0,166,97,10,30,313,24,538,197,0,0,861,251
340,166,201,10,0,313,0,538,113,0,0,861,113
537,166,89,10,0,313,0,538,17,0,0,861,17
1000,166,110,10,172,313,3385,538,264,0,0,861,3821
230,166,37,10,0,313,0,538,58,0,0,861,58
392,166,153,10,0,313,0,538,151,0,0,861,151
1436,166,76,10,62,313,35,538,0,0,0,861,97
316,166,66,10,5,313,0,538,14,0,0,861,19
697,166,73,10,66,313,113,538,24,0,0,861,203
0,85,43,28,0,851,0,143,0,0,0,1022,0
0,85,159,28,0,851,0,143,3,0,0,1022,3
0,85,110,28,172,851,3385,143,264,0,0,1022,3821
710,85,158,28,0,851,0,143,9,0,0,1022,9
12607,85,12,28,258,851,3566,143,0,0,0,1022,3824
9567,85,147,28,156,851,13099,143,1317,0,0,1022,14572
3464,85,116,28,64,851,320,143,29,0,0,1022,413
94132,85,166,28,10,851,313,143,538,0,0,1022,861
13591,85,191,28,580,851,4503,143,147,0,0,1022,5230
3037,85,130,28,1480,851,17664,143,1040,0,0,1022,20184
634,85,77,28,8,851,246,143,0,0,0,1022,254
1380,85,71,28,6,851,34,143,4,0,0,1022,44
23910,85,189,28,27,851,5,143,37,0,0,1022,69
1195,85,170,28,32,851,4378,143,245,0,0,1022,4655
62,85,86,28,158,851,585,143,75,0,0,1022,818
