flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
36046,12,166,305,277,0,0,0,173,5050,5660,5355,6110
1465,12,147,305,1325,0,0,0,524,5050,30074,5355,31923
1632,12,116,305,916,0,0,0,42,5050,25285,5355,26243
11944,12,85,305,1363,0,0,0,67,5050,59535,5355,60965
4285,12,191,305,648,0,0,0,214,5050,5650,5355,6512
370,12,130,305,6184,0,0,0,72,5050,38486,5355,44742
37,12,77,305,367,0,0,0,0,5050,6350,5355,6717
1,12,71,305,81,0,0,0,3,5050,1263,5355,1347
14146,12,189,305,72,0,0,0,70,5050,54,5355,196
103,12,170,305,706,0,0,0,121,5050,9458,5355,10285
3263,12,86,305,716,0,0,0,221,5050,11792,5355,12729
97,12,142,305,1062,0,0,0,0,5050,10436,5355,11498
88,12,152,305,616,0,0,0,131,5050,3207,5355,3954
266,12,129,305,91,0,0,0,147,5050,1296,5355,1534
13,12,119,305,86,0,0,0,56,5050,2375,5355,2517
45,12,95,305,1345,0,0,0,295,5050,16774,5355,18414
15,12,108,305,117,0,0,0,148,5050,245,5355,510
290,12,109,305,1946,0,0,0,0,5050,15681,5355,17627
7,12,182,305,54,0,0,0,70,5050,101,5355,225
4,12,74,305,51,0,0,0,73,5050,12,5355,136
18,12,36,305,233,0,0,0,0,5050,1184,5355,1417
9,12,138,305,950,0,0,0,49,5050,7643,5355,8642
1000,12,11,305,10,0,0,0,0,5050,95,5355,105
66018,147,166,1325,277,0,0,524,173,30074,5660,31923,6110
1366,147,170,1325,706,0,0,524,121,30074,9458,31923,10285
1568,147,12,1325,305,0,0,524,0,30074,5050,31923,5355
2174,147,116,1325,916,0,0,524,42,30074,25285,31923,26243
8265,147,85,1325,1363,0,0,524,67,30074,59535,31923,60965
1,147,191,1325,648,0,0,524,214,30074,5650,31923,6512
926,147,130,1325,6184,0,0,524,72,30074,38486,31923,44742
134,147,77,1325,367,0,0,524,0,30074,6350,31923,6717
101,147,71,1325,81,0,0,524,3,30074,1263,31923,1347
15055,147,189,1325,72,0,0,524,70,30074,54,31923,196
1375,147,86,1325,716,0,0,524,221,30074,11792,31923,12729
2,147,142,1325,1062,0,0,524,0,30074,10436,31923,11498
1047,147,152,1325,616,0,0,524,131,30074,3207,31923,3954
374,147,129,1325,91,0,0,524,147,30074,1296,31923,1534
130,147,119,1325,86,0,0,524,56,30074,2375,31923,2517
22,147,186,1325,427,0,0,524,35,30074,3427,31923,3889
137,147,95,1325,1345,0,0,524,295,30074,16774,31923,18414
218,147,108,1325,117,0,0,524,148,30074,245,31923,510
295,147,109,1325,1946,0,0,524,0,30074,15681,31923,17627
64,147,182,1325,54,0,0,524,70,30074,101,31923,225
137,147,74,1325,51,0,0,524,73,30074,12,31923,136
20,147,137,1325,12,0,0,524,5,30074,64,31923,81
21,147,138,1325,950,0,0,524,49,30074,7643,31923,8642
1762,147,37,1325,0,0,0,524,282,30074,0,31923,282
