flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
32,166,37,300,0,0,0,130,285,5888,0,6318,285
523,166,30,300,30,0,0,130,0,5888,61,6318,91
511,166,153,300,505,0,0,130,128,5888,2346,6318,2979
1365,166,76,300,200,0,0,130,0,5888,791,6318,991
907,166,73,300,265,0,0,130,10,5888,907,6318,1182
108381,85,166,2510,300,0,0,35,130,83916,5888,86461,6318
23937,85,189,2510,75,0,0,35,94,83916,66,86461,235
66,85,43,2510,0,0,0,35,35,83916,0,86461,35
673,85,158,2510,10,0,0,35,35,83916,45,86461,90
20518,85,12,2510,320,0,0,35,0,83916,5108,86461,5428
9940,85,147,2510,1720,0,0,35,462,83916,30831,86461,33013
3794,85,116,2510,1730,0,0,35,15,83916,36217,86461,37962
19158,85,191,2510,710,0,0,35,186,83916,5872,86461,6768
2344,85,130,2510,6915,0,0,35,90,83916,38740,86461,45745
491,85,77,2510,650,0,0,35,0,83916,9305,86461,9955
1358,85,71,2510,140,0,0,35,0,83916,1275,86461,1415
1489,85,170,2510,895,0,0,35,125,83916,9379,86461,10399
77,85,86,2510,920,0,0,35,25,83916,13618,86461,14563
5238,85,142,2510,1125,0,0,35,0,83916,10534,86461,11659
715,85,152,2510,695,0,0,35,67,83916,3336,86461,4098
1,85,129,2510,120,0,0,35,12,83916,1697,86461,1829
137,85,119,2510,115,0,0,35,77,83916,3145,86461,3337
431,85,186,2510,860,0,0,35,25,83916,3132,86461,4017
268,85,95,2510,2165,0,0,35,299,83916,17370,86461,19834
50,85,108,2510,135,0,0,35,96,83916,367,86461,598
409,85,109,2510,2150,0,0,35,0,83916,15775,86461,17925
1838,85,74,2510,50,0,0,35,97,83916,30,86461,177
417,85,36,2510,240,0,0,35,0,83916,1209,86461,1449
3688,85,137,2510,15,0,0,35,5,83916,78,86461,98
148,85,138,2510,1680,0,0,35,25,83916,9848,86461,11553
1369,85,135,2510,20,0,0,35,0,83916,15,86461,35
427,85,76,2510,200,0,0,35,0,83916,791,86461,991
605,191,170,710,895,0,0,186,125,5872,9379,6768,10399
5558,191,12,710,320,0,0,186,0,5872,5108,6768,5428
2,191,147,710,1720,0,0,186,462,5872,30831,6768,33013
4776,191,116,710,1730,0,0,186,15,5872,36217,6768,37962
97463,191,166,710,300,0,0,186,130,5872,5888,6768,6318
17972,191,85,710,2510,0,0,186,35,5872,83916,6768,86461
1160,191,130,710,6915,0,0,186,90,5872,38740,6768,45745
281,191,77,710,650,0,0,186,0,5872,9305,6768,9955
171,191,71,710,140,0,0,186,0,5872,1275,6768,1415
29647,191,189,710,75,0,0,186,94,5872,66,6768,235
5969,191,86,710,920,0,0,186,25,5872,13618,6768,14563
4,191,142,710,1125,0,0,186,0,5872,10534,6768,11659
5,191,152,710,695,0,0,186,67,5872,3336,6768,4098
682,191,129,710,120,0,0,186,12,5872,1697,6768,1829
130,191,119,710,115,0,0,186,77,5872,3145,6768,3337
93,191,186,710,860,0,0,186,25,5872,3132,6768,4017
361,191,95,710,2165,0,0,186,299,5872,17370,6768,19834
265,191,108,710,135,0,0,186,96,5872,367,6768,598
559,191,109,710,2150,0,0,186,0,5872,15775,6768,17925
101,191,182,710,70,0,0,186,101,5872,160,6768,331
362,191,74,710,50,0,0,186,97,5872,30,6768,177
46,191,137,710,15,0,0,186,5,5872,78,6768,98
40,191,138,710,1680,0,0,186,25,5872,9848,6768,11553
567,130,18,6915,310,0,0,90,0,38740,3459,45745,3769
31731,130,166,6915,300,0,0,90,130,38740,5888,45745,6318
1,130,201,6915,160,0,0,90,0,38740,1337,45745,1497
1,130,199,6915,115,0,0,90,0,38740,570,45745,685
457,130,195,6915,540,0,0,90,294,38740,2645,45745,3479
328,130,12,6915,320,0,0,90,0,38740,5108,45745,5428
1030,130,147,6915,1720,0,0,90,462,38740,30831,45745,33013
2864,130,116,6915,1730,0,0,90,15,38740,36217,45745,37962
2462,130,85,6915,2510,0,0,90,35,38740,83916,45745,86461
1067,130,191,6915,710,0,0,90,186,38740,5872,45745,6768
128,130,77,6915,650,0,0,90,0,38740,9305,45745,9955
56,130,71,6915,140,0,0,90,0,38740,1275,45745,1415
3754,130,189,6915,75,0,0,90,94,38740,66,45745,235
249,130,170,6915,895,0,0,90,125,38740,9379,45745,10399
639,130,86,6915,920,0,0,90,25,38740,13618,45745,14563
266,130,142,6915,1125,0,0,90,0,38740,10534,45745,11659
2,130,152,6915,695,0,0,90,67,38740,3336,45745,4098
298,130,129,6915,120,0,0,90,12,38740,1697,45745,1829
22,130,186,6915,860,0,0,90,25,38740,3132,45745,4017
71,130,95,6915,2165,0,0,90,299,38740,17370,45745,19834
157,130,108,6915,135,0,0,90,96,38740,367,45745,598
139,130,109,6915,2150,0,0,90,0,38740,15775,45745,17925
61,130,182,6915,70,0,0,90,101,38740,160,45745,331
73,130,74,6915,50,0,0,90,97,38740,30,45745,177
48,130,36,6915,240,0,0,90,0,38740,1209,45745,1449
16,130,137,6915,15,0,0,90,5,38740,78,45745,98
16,130,138,6915,1680,0,0,90,25,38740,9848,45745,11553
631,195,159,540,5,0,0,294,30,2645,0,3479,35
7731,195,201,540,160,0,0,294,0,2645,1337,3479,1497
641,195,129,540,120,0,0,294,12,2645,1697,3479,1829
5623,195,166,540,300,0,0,294,130,2645,5888,3479,6318
1025,195,43,540,0,0,0,294,35,2645,0,3479,35
1636,195,199,540,115,0,0,294,0,2645,570,3479,685
319,195,130,540,6915,0,0,294,90,2645,38740,3479,45745
1741,195,110,540,100,0,0,294,335,2645,5271,3479,5706
447,195,193,540,5,0,0,294,601,2645,20,3479,626
244,195,30,540,30,0,0,294,0,2645,61,3479,91
4671,195,170,540,895,0,0,294,125,2645,9379,3479,10399
793,195,108,540,135,0,0,294,96,2645,367,3479,598
4065,195,86,540,920,0,0,294,25,2645,13618,3479,14563
653,195,115,540,415,0,0,294,0,2645,539,3479,954
11768,195,158,540,10,0,0,294,35,2645,45,3479,90
2535,195,116,540,1730,0,0,294,15,2645,36217,3479,37962
974,195,95,540,2165,0,0,294,299,2645,17370,3479,19834
281,195,160,540,0,0,0,294,0,2645,0,3479,0
0,186,187,860,65,0,0,25,62,3132,65,4017,192
3,186,12,860,320,0,0,25,0,3132,5108,4017,5428
15,186,129,860,120,0,0,25,12,3132,1697,4017,1829
17,186,147,860,1720,0,0,25,462,3132,30831,4017,33013
20,186,116,860,1730,0,0,25,15,3132,36217,4017,37962
2704,186,166,860,300,0,0,25,130,3132,5888,4017,6318
363,186,85,860,2510,0,0,25,35,3132,83916,4017,86461
123,186,191,860,710,0,0,25,186,3132,5872,4017,6768
34,186,130,860,6915,0,0,25,90,3132,38740,4017,45745
12,186,77,860,650,0,0,25,0,3132,9305,4017,9955
9,186,95,860,2165,0,0,25,299,3132,17370,4017,19834
132,186,189,860,75,0,0,25,94,3132,66,4017,235
11,186,170,860,895,0,0,25,125,3132,9379,4017,10399
42,186,86,860,920,0,0,25,25,3132,13618,4017,14563
25,186,142,860,1125,0,0,25,0,3132,10534,4017,11659
9,186,152,860,695,0,0,25,67,3132,3336,4017,4098
24,186,9,860,0,0,0,25,0,3132,0,4017,0
202,186,13,860,50,0,0,25,0,3132,195,4017,245
4,95,138,2165,1680,0,0,299,25,17370,9848,19834,11553
58,95,12,2165,320,0,0,299,0,17370,5108,19834,5428
252,95,147,2165,1720,0,0,299,462,17370,30831,19834,33013
116,95,116,2165,1730,0,0,299,15,17370,36217,19834,37962
4197,95,166,2165,300,0,0,299,130,17370,5888,19834,6318
259,95,85,2165,2510,0,0,299,35,17370,83916,19834,86461
334,95,191,2165,710,0,0,299,186,17370,5872,19834,6768
68,95,130,2165,6915,0,0,299,90,17370,38740,19834,45745
10,95,119,2165,115,0,0,299,77,17370,3145,19834,3337
27,95,77,2165,650,0,0,299,0,17370,9305,19834,9955
6,95,186,2165,860,0,0,299,25,17370,3132,19834,4017
56,95,71,2165,140,0,0,299,0,17370,1275,19834,1415
336,95,189,2165,75,0,0,299,94,17370,66,19834,235
57,95,170,2165,895,0,0,299,125,17370,9379,19834,10399
14,95,108,2165,135,0,0,299,96,17370,367,19834,598
11,95,109,2165,2150,0,0,299,0,17370,15775,19834,17925
21,95,182,2165,70,0,0,299,101,17370,160,19834,331
21,95,74,2165,50,0,0,299,97,17370,30,19834,177
12,95,36,2165,240,0,0,299,0,17370,1209,19834,1449
138,95,142,2165,1125,0,0,299,0,17370,10534,19834,11659
2,95,137,2165,15,0,0,299,5,17370,78,19834,98
34,95,152,2165,695,0,0,299,67,17370,3336,19834,4098
978,95,195,2165,540,0,0,299,294,17370,2645,19834,3479
7671,71,166,140,300,0,0,0,130,1275,5888,1415,6318
72,71,71,140,140,0,0,0,0,1275,1275,1415,1415
60,71,65,140,0,0,0,0,15,1275,0,1415,15
35,71,12,140,320,0,0,0,0,1275,5108,1415,5428
130,71,147,140,1720,0,0,0,462,1275,30831,1415,33013
179,71,116,140,1730,0,0,0,15,1275,36217,1415,37962
1436,71,85,140,2510,0,0,0,35,1275,83916,1415,86461
201,71,191,140,710,0,0,0,186,1275,5872,1415,6768
50,71,130,140,6915,0,0,0,90,1275,38740,1415,45745
34,71,77,140,650,0,0,0,0,1275,9305,1415,9955
1259,71,189,140,75,0,0,0,94,1275,66,1415,235
42,71,170,140,895,0,0,0,125,1275,9379,1415,10399
300,71,86,140,920,0,0,0,25,1275,13618,1415,14563
155,71,142,140,1125,0,0,0,0,1275,10534,1415,11659
5,71,152,140,695,0,0,0,67,1275,3336,1415,4098
43,71,129,140,120,0,0,0,12,1275,1697,1415,1829
43,71,95,140,2165,0,0,0,299,1275,17370,1415,19834
77,71,109,140,2150,0,0,0,0,1275,15775,1415,17925
1,71,74,140,50,0,0,0,97,1275,30,1415,177
18,71,9,140,0,0,0,0,0,1275,0,1415,0
24,71,72,140,0,0,0,0,0,1275,0,1415,0
47,71,10,140,0,0,0,0,0,1275,0,1415,0
16585,189,147,75,1720,0,0,94,462,66,30831,235,33013
122995,189,166,75,300,0,0,94,130,66,5888,235,6318
4513,189,170,75,895,0,0,94,125,66,9379,235,10399
14319,189,12,75,320,0,0,94,0,66,5108,235,5428
3536,189,116,75,1730,0,0,94,15,66,36217,235,37962
22939,189,85,75,2510,0,0,94,35,66,83916,235,86461
29894,189,191,75,710,0,0,94,186,66,5872,235,6768
3398,189,130,75,6915,0,0,94,90,66,38740,235,45745
818,189,77,75,650,0,0,94,0,66,9305,235,9955
1165,189,71,75,140,0,0,94,0,66,1275,235,1415
572,189,86,75,920,0,0,94,25,66,13618,235,14563
10616,189,142,75,1125,0,0,94,0,66,10534,235,11659
1196,189,152,75,695,0,0,94,67,66,3336,235,4098
222,189,129,75,120,0,0,94,12,66,1697,235,1829
139,189,119,75,115,0,0,94,77,66,3145,235,3337
114,189,186,75,860,0,0,94,25,66,3132,235,4017
228,189,95,75,2165,0,0,94,299,66,17370,235,19834
65,189,108,75,135,0,0,94,96,66,367,235,598
633,189,109,75,2150,0,0,94,0,66,15775,235,17925
160,189,182,75,70,0,0,94,101,66,160,235,331
876,189,74,75,50,0,0,94,97,66,30,235,177
462,189,36,75,240,0,0,94,0,66,1209,235,1449
124,189,137,75,15,0,0,94,5,66,78,235,98
226,189,138,75,1680,0,0,94,25,66,9848,235,11553
26640,170,166,895,300,0,0,125,130,9379,5888,10399,6318
1287,170,147,895,1720,0,0,125,462,9379,30831,10399,33013
632,170,191,895,710,0,0,125,186,9379,5872,10399,6768
5153,170,195,895,540,0,0,125,294,9379,2645,10399,3479
144,170,12,895,320,0,0,125,0,9379,5108,10399,5428
564,170,116,895,1730,0,0,125,15,9379,36217,10399,37962
1343,170,85,895,2510,0,0,125,35,9379,83916,10399,86461
204,170,130,895,6915,0,0,125,90,9379,38740,10399,45745
103,170,77,895,650,0,0,125,0,9379,9305,10399,9955
44,170,71,895,140,0,0,125,0,9379,1275,10399,1415
4624,170,189,895,75,0,0,125,94,9379,66,10399,235
470,170,86,895,920,0,0,125,25,9379,13618,10399,14563
1,170,142,895,1125,0,0,125,0,9379,10534,10399,11659
40,170,152,895,695,0,0,125,67,9379,3336,10399,4098
132,170,129,895,120,0,0,125,12,9379,1697,10399,1829
33,170,119,895,115,0,0,125,77,9379,3145,10399,3337
11,170,186,895,860,0,0,125,25,9379,3132,10399,4017
46,170,95,895,2165,0,0,125,299,9379,17370,10399,19834
62,170,108,895,135,0,0,125,96,9379,367,10399,598
81,170,109,895,2150,0,0,125,0,9379,15775,10399,17925
48,170,182,895,70,0,0,125,101,9379,160,10399,331
47,170,74,895,50,0,0,125,97,9379,30,10399,177
22,170,36,895,240,0,0,125,0,9379,1209,10399,1449
3,170,137,895,15,0,0,125,5,9379,78,10399,98
24,170,138,895,1680,0,0,125,25,9379,9848,10399,11553
229,109,12,2150,320,0,0,0,0,15775,5108,17925,5428
29,109,129,2150,120,0,0,0,12,15775,1697,17925,1829
336,109,147,2150,1720,0,0,0,462,15775,30831,17925,33013
209,109,116,2150,1730,0,0,0,15,15775,36217,17925,37962
9369,109,166,2150,300,0,0,0,130,15775,5888,17925,6318
441,109,85,2150,2510,0,0,0,35,15775,83916,17925,86461
623,109,191,2150,710,0,0,0,186,15775,5872,17925,6768
131,109,130,2150,6915,0,0,0,90,15775,38740,17925,45745
28,109,119,2150,115,0,0,0,77,15775,3145,17925,3337
38,109,77,2150,650,0,0,0,0,15775,9305,17925,9955
4,109,95,2150,2165,0,0,0,299,15775,17370,17925,19834
113,109,71,2150,140,0,0,0,0,15775,1275,17925,1415
758,109,189,2150,75,0,0,0,94,15775,66,17925,235
53,109,170,2150,895,0,0,0,125,15775,9379,17925,10399
32,109,108,2150,135,0,0,0,96,15775,367,17925,598
163,109,86,2150,920,0,0,0,25,15775,13618,17925,14563
34,109,74,2150,50,0,0,0,97,15775,30,17925,177
44,109,36,2150,240,0,0,0,0,15775,1209,17925,1449
224,109,142,2150,1125,0,0,0,0,15775,10534,17925,11659
4,109,137,2150,15,0,0,0,5,15775,78,17925,98
105,109,152,2150,695,0,0,0,67,15775,3336,17925,4098
22,109,138,2150,1680,0,0,0,25,15775,9848,17925,11553
5,86,159,920,5,0,0,25,30,13618,0,14563,35
3971,86,195,920,540,0,0,25,294,13618,2645,14563,3479
148,86,158,920,10,0,0,25,35,13618,45,14563,90
3016,86,12,920,320,0,0,25,0,13618,5108,14563,5428
1499,86,147,920,1720,0,0,25,462,13618,30831,14563,33013
880,86,116,920,1730,0,0,25,15,13618,36217,14563,37962
35153,86,166,920,300,0,0,25,130,13618,5888,14563,6318
81,86,85,920,2510,0,0,25,35,13618,83916,14563,86461
6142,86,191,920,710,0,0,25,186,13618,5872,14563,6768
612,86,130,920,6915,0,0,25,90,13618,38740,14563,45745
126,86,77,920,650,0,0,25,0,13618,9305,14563,9955
253,86,71,920,140,0,0,25,0,13618,1275,14563,1415
668,86,189,920,75,0,0,25,94,13618,66,14563,235
366,86,170,920,895,0,0,25,125,13618,9379,14563,10399
1857,86,142,920,1125,0,0,25,0,13618,10534,14563,11659
260,86,152,920,695,0,0,25,67,13618,3336,14563,4098
43,86,119,920,115,0,0,25,77,13618,3145,14563,3337
24,86,186,920,860,0,0,25,25,13618,3132,14563,4017
140,86,109,920,2150,0,0,25,0,13618,15775,14563,17925
23,86,182,920,70,0,0,25,101,13618,160,14563,331
125,86,74,920,50,0,0,25,97,13618,30,14563,177
88,86,36,920,240,0,0,25,0,13618,1209,14563,1449
1,86,137,920,15,0,0,25,5,13618,78,14563,98
47,86,138,920,1680,0,0,25,25,13618,9848,14563,11553
8,182,12,70,320,0,0,101,0,160,5108,331,5428
6,182,129,70,120,0,0,101,12,160,1697,331,1829
69,182,147,70,1720,0,0,101,462,160,30831,331,33013
75,182,116,70,1730,0,0,101,15,160,36217,331,37962
5210,182,166,70,300,0,0,101,130,160,5888,331,6318
133,182,191,70,710,0,0,101,186,160,5872,331,6768
67,182,130,70,6915,0,0,101,90,160,38740,331,45745
12,182,119,70,115,0,0,101,77,160,3145,331,3337
11,182,77,70,650,0,0,101,0,160,9305,331,9955
23,182,95,70,2165,0,0,101,299,160,17370,331,19834
19,182,71,70,140,0,0,101,0,160,1275,331,1415
191,182,189,70,75,0,0,101,94,160,66,331,235
29,182,170,70,895,0,0,101,125,160,9379,331,10399
10,182,108,70,135,0,0,101,96,160,367,331,598
28,182,86,70,920,0,0,101,25,160,13618,331,14563
1,182,36,70,240,0,0,101,0,160,1209,331,1449
35,182,142,70,1125,0,0,101,0,160,10534,331,11659
18,182,152,70,695,0,0,101,67,160,3336,331,4098
1,182,138,70,1680,0,0,101,25,160,9848,331,11553
124,74,12,50,320,0,0,97,0,30,5108,177,5428
20,74,129,50,120,0,0,97,12,30,1697,177,1829
298,74,147,50,1720,0,0,97,462,30,30831,177,33013
189,74,116,50,1730,0,0,97,15,30,36217,177,37962
9418,74,166,50,300,0,0,97,130,30,5888,177,6318
1903,74,85,50,2510,0,0,97,35,30,83916,177,86461
453,74,191,50,710,0,0,97,186,30,5872,177,6768
104,74,130,50,6915,0,0,97,90,30,38740,177,45745
21,74,119,50,115,0,0,97,77,30,3145,177,3337
1,74,77,50,650,0,0,97,0,30,9305,177,9955
18,74,95,50,2165,0,0,97,299,30,17370,177,19834
23,74,71,50,140,0,0,97,0,30,1275,177,1415
1225,74,189,50,75,0,0,97,94,30,66,177,235
68,74,170,50,895,0,0,97,125,30,9379,177,10399
44,74,108,50,135,0,0,97,96,30,367,177,598
51,74,109,50,2150,0,0,97,0,30,15775,177,17925
172,74,86,50,920,0,0,97,25,30,13618,177,14563
15,74,36,50,240,0,0,97,0,30,1209,177,1449
108,74,142,50,1125,0,0,97,0,30,10534,177,11659
4,74,137,50,15,0,0,97,5,30,78,177,98
18,74,152,50,695,0,0,97,67,30,3336,177,4098
6,74,138,50,1680,0,0,97,25,30,9848,177,11553
0,74,182,50,70,0,0,97,101,30,160,177,331
1392,76,166,200,300,0,0,0,130,791,5888,991,6318
409,76,85,200,2510,0,0,0,35,791,83916,991,86461
351,76,13,200,50,0,0,0,0,791,195,991,245
170,142,12,1125,320,0,0,0,0,10534,5108,11659,5428
869,142,116,1125,1730,0,0,0,15,10534,36217,11659,37962
42196,142,166,1125,300,0,0,0,130,10534,5888,11659,6318
5065,142,85,1125,2510,0,0,0,35,10534,83916,11659,86461
3,142,191,1125,710,0,0,0,186,10534,5872,11659,6768
281,142,130,1125,6915,0,0,0,90,10534,38740,11659,45745
63,142,77,1125,650,0,0,0,0,10534,9305,11659,9955
93,142,71,1125,140,0,0,0,0,10534,1275,11659,1415
11190,142,189,1125,75,0,0,0,94,10534,66,11659,235
6,142,170,1125,895,0,0,0,125,10534,9379,11659,10399
1693,142,86,1125,920,0,0,0,25,10534,13618,11659,14563
296,142,129,1125,120,0,0,0,12,10534,1697,11659,1829
31,142,119,1125,115,0,0,0,77,10534,3145,11659,3337
23,142,186,1125,860,0,0,0,25,10534,3132,11659,4017
160,142,95,1125,2165,0,0,0,299,10534,17370,11659,19834
100,142,108,1125,135,0,0,0,96,10534,367,11659,598
210,142,109,1125,2150,0,0,0,0,10534,15775,11659,17925
48,142,182,1125,70,0,0,0,101,10534,160,11659,331
115,142,74,1125,50,0,0,0,97,10534,30,11659,177
11,142,137,1125,15,0,0,0,5,10534,78,11659,98
12,142,138,1125,1680,0,0,0,25,10534,9848,11659,11553
3,137,12,15,320,0,0,5,0,78,5108,98,5428
1,137,129,15,120,0,0,5,12,78,1697,98,1829
38,137,147,15,1720,0,0,5,462,78,30831,98,33013
16,137,116,15,1730,0,0,5,15,78,36217,98,37962
1565,137,166,15,300,0,0,5,130,78,5888,98,6318
3563,137,85,15,2510,0,0,5,35,78,83916,98,86461
64,137,191,15,710,0,0,5,186,78,5872,98,6768
9,137,130,15,6915,0,0,5,90,78,38740,98,45745
2,137,119,15,115,0,0,5,77,78,3145,98,3337
3,137,77,15,650,0,0,5,0,78,9305,98,9955
3,137,95,15,2165,0,0,5,299,78,17370,98,19834
156,137,189,15,75,0,0,5,94,78,66,98,235
8,137,170,15,895,0,0,5,125,78,9379,98,10399
3,137,109,15,2150,0,0,5,0,78,15775,98,17925
6,137,86,15,920,0,0,5,25,78,13618,98,14563
13,137,142,15,1125,0,0,5,0,78,10534,98,11659
1,137,152,15,695,0,0,5,67,78,3336,98,4098
2,137,138,15,1680,0,0,5,25,78,9848,98,11553
799,115,195,415,540,0,0,0,294,539,2645,954,3479
43,152,12,695,320,0,0,67,0,3336,5108,4098,5428
1021,152,147,695,1720,0,0,67,462,3336,30831,4098,33013
339,152,116,695,1730,0,0,67,15,3336,36217,4098,37962
14543,152,166,695,300,0,0,67,130,3336,5888,4098,6318
612,152,85,695,2510,0,0,67,35,3336,83916,4098,86461
4,152,191,695,710,0,0,67,186,3336,5872,4098,6768
