flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
37246,12,166,256,240,0,0,0,112,4149,4723,4405,5075
1504,12,147,256,1376,0,0,0,372,4149,25014,4405,26762
1610,12,116,256,1384,0,0,0,12,4149,30398,4405,31794
17966,12,85,256,2008,0,0,0,28,4149,70461,4405,72497
4880,12,191,256,568,0,0,0,152,4149,4741,4405,5461
521,12,130,256,5532,0,0,0,73,4149,31151,4405,36756
21,12,77,256,520,0,0,0,0,4149,7674,4405,8194
5,12,71,256,112,0,0,0,0,4149,1020,4405,1132
14249,12,189,256,60,0,0,0,84,4149,60,4405,204
118,12,170,256,716,0,0,0,100,4149,7524,4405,8340
3126,12,86,256,736,0,0,0,20,4149,10873,4405,11629
117,12,142,256,900,0,0,0,0,4149,8463,4405,9363
56,12,152,256,556,0,0,0,56,4149,2709,4405,3321
192,12,129,256,96,0,0,0,12,4149,1387,4405,1495
8,12,119,256,92,0,0,0,65,4149,2707,4405,2864
35,12,95,256,1732,0,0,0,241,4149,14092,4405,16065
39,12,108,256,108,0,0,0,79,4149,322,4405,509
318,12,109,256,1720,0,0,0,0,4149,12685,4405,14405
10,12,182,256,56,0,0,0,93,4149,128,4405,277
45,12,74,256,40,0,0,0,94,4149,24,4405,158
17,12,36,256,192,0,0,0,0,4149,958,4405,1150
0,12,138,256,1344,0,0,0,20,4149,8301,4405,9665
1262,12,11,256,8,0,0,0,0,4149,76,4405,84
69954,147,166,1376,240,0,0,372,112,25014,4723,26762,5075
0,147,36,1376,192,0,0,372,0,25014,958,26762,1150
1317,147,170,1376,716,0,0,372,100,25014,7524,26762,8340
1259,147,12,1376,256,0,0,372,0,25014,4149,26762,4405
1741,147,116,1376,1384,0,0,372,12,25014,30398,26762,31794
9642,147,85,1376,2008,0,0,372,28,25014,70461,26762,72497
2,147,191,1376,568,0,0,372,152,25014,4741,26762,5461
819,147,130,1376,5532,0,0,372,73,25014,31151,26762,36756
128,147,77,1376,520,0,0,372,0,25014,7674,26762,8194
115,147,71,1376,112,0,0,372,0,25014,1020,26762,1132
15988,147,189,1376,60,0,0,372,84,25014,60,26762,204
