flow,origin,destination,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
1537,12,147,222,501,953,5512,0,1048,2909,16994,4084,24055
1449,12,116,222,116,953,1098,0,73,2909,4813,4084,6100
38328,12,166,222,46,953,805,0,516,2909,2727,4084,4094
12085,12,85,222,177,953,3047,0,1513,2909,14008,4084,18745
4729,12,191,222,526,953,1089,0,171,2909,3308,4084,5094
263,12,130,222,2841,953,7211,0,1153,2909,22315,4084,33520
94,12,77,222,49,953,432,0,0,2909,1656,4084,2137
12,12,71,222,32,953,150,0,207,2909,587,4084,976
14765,12,189,222,26,953,1,0,79,2909,6,4084,112
173,12,170,222,229,953,1860,0,95,2909,5638,4084,7822
3029,12,86,222,207,953,905,0,432,2909,3634,4084,5178
113,12,142,222,504,953,2080,0,63,2909,6282,4084,8929
47,12,152,222,163,953,636,0,187,2909,1911,4084,2897
140,12,129,222,15,953,76,0,130,2909,309,4084,530
18,12,119,222,11,953,311,0,12,2909,1054,4084,1388
65,12,95,222,267,953,2328,0,212,2909,7994,4084,10801
29,12,108,222,63,953,38,0,111,2909,98,4084,310
189,12,109,222,820,953,3060,0,418,2909,9227,4084,13525
8,12,182,222,9,953,7,0,37,2909,27,4084,80
6,12,74,222,33,953,1,0,44,2909,3,4084,81
2,12,36,222,70,953,253,0,0,2909,749,4084,1072
13,12,138,222,68,953,582,0,76,2909,2317,4084,3043
1135,12,11,222,8,953,17,0,19,2909,51,4084,95
792,147,130,501,2841,5512,7211,1048,1153,16994,22315,24055,33520
1142,147,170,501,229,5512,1860,1048,95,16994,5638,24055,7822
1607,147,12,501,222,5512,953,1048,0,16994,2909,24055,4084
1982,147,116,501,116,5512,1098,1048,73,16994,4813,24055,6100
69179,147,166,501,46,5512,805,1048,516,16994,2727,24055,4094
8667,147,85,501,177,5512,3047,1048,1513,16994,14008,24055,18745
49,147,191,501,526,5512,1089,1048,171,16994,3308,24055,5094
229,147,77,501,49,5512,432,1048,0,16994,1656,24055,2137
116,147,71,501,32,5512,150,1048,207,16994,587,24055,976
15727,147,189,501,26,5512,1,1048,79,16994,6,24055,112
1658,147,86,501,207,5512,905,1048,432,16994,3634,24055,5178
1,147,142,501,504,5512,2080,1048,63,16994,6282,24055,8929
861,147,152,501,163,5512,636,1048,187,16994,1911,24055,2897
563,147,129,501,15,5512,76,1048,130,16994,309,24055,530
147,147,119,501,11,5512,311,1048,12,16994,1054,24055,1388
41,147,186,501,107,5512,495,1048,23,16994,1722,24055,2347
221,147,95,501,267,5512,2328,1048,212,16994,7994,24055,10801
212,147,108,501,63,5512,38,1048,111,16994,98,24055,310
366,147,109,501,820,5512,3060,1048,418,16994,9227,24055,13525
46,147,182,501,9,5512,7,1048,37,16994,27,24055,80
223,147,74,501,33,5512,1,1048,44,16994,3,24055,81
24,147,137,501,8,5512,9,1048,4,16994,33,24055,54
51,147,138,501,68,5512,582,1048,76,16994,2317,24055,3043
0,147,36,501,70,5512,253,1048,0,16994,749,24055,1072
1541,147,37,501,0,5512,0,1048,211,16994,0,24055,211
372,147,41,501,0,5512,0,1048,96,16994,0,24055,96
2230,116,195,116,237,1098,245,73,211,4813,813,6100,1506
1428,116,12,116,222,1098,953,73,0,4813,2909,6100,4084
2047,116,147,116,501,1098,5512,73,1048,4813,16994,6100,24055
40445,116,166,116,46,1098,805,73,516,4813,2727,6100,4094
3386,116,85,116,177,1098,3047,73,1513,4813,14008,6100,18745
2645,116,191,116,526,1098,1089,73,171,4813,3308,6100,5094
2682,116,130,116,2841,1098,7211,73,1153,4813,22315,6100,33520
940,116,77,116,49,1098,432,73,0,4813,1656,6100,2137
96,116,71,116,32,1098,150,73,207,4813,587,6100,976
3652,116,189,116,26,1098,1,73,79,4813,6,6100,112
