flow,origin,destination,out_ratio
89786,211,166,0.5453242391297746
6026,212,85,0.11949947448787356
3143,207,166,0.902383003158197
12502,208,166,0.7819125648883607
7999,211,147,0.04858272546721167
29705,211,189,0.18041628453600733
6801,210,166,0.7801101169993118
394,259,166,0.9899497487437185
1,147,223,6.941070313042272e-05
1,147,225,6.941070313042272e-05
4,147,232,0.00027764281252169086
165,147,206,0.011452766016519747
675,147,212,0.04685222461303533
7449,147,211,0.5170403276185188
21,147,241,0.0014576247657388768
20,147,249,0.0013882140626084543
1,147,224,6.941070313042272e-05
89,147,253,0.006177552578607621
31847,212,166,0.6315465921034367
7462,212,189,0.1479762825470482
447,215,166,0.7925531914893617
37,215,189,0.06560283687943262
76579,166,211,0.2284405995972854
35768,166,221,0.10669848609143112
2224,166,207,0.00663435006339026
6278,166,208,0.018727720187933478
447,166,209,0.0013334327690357223
59,166,255,0.00017600119322842866
5716,166,210,0.017051234245655904
254,166,259,0.0007577000522037438
22978,166,212,0.0685450070847938
255,166,215,0.0007606831232754121
14393,166,217,0.04293534193452159
86,166,219,0.0002565441121634723
4835,166,220,0.014423148631516145
1508,166,222,0.00449847117607577
91,166,214,0.00027145946752181373
2838,166,223,0.008465955701394585
4576,166,224,0.013650533223954061
11,166,225,3.281378178835111e-05
20,166,226,5.966142143336565e-05
3616,166,206,0.01078678499515251
2153,166,227,0.0064225520173018125
26591,166,228,0.0793228428667313
195,166,229,0.0005816988589753151
112,166,230,0.00033410396002684766
882,166,231,0.0026310686852114252
66,166,232,0.00019688269073010663
23263,166,233,0.06939518234021926
552,166,234,0.001646655231560892
1828,166,235,0.00545305391900962
5127,166,236,0.015294205384443284
276,166,237,0.000823327615780446
29,166,241,8.65090610783802e-05
1131,166,239,0.0033738533820568276
835,166,240,0.002490864344843016
378,166,242,0.0011276008650906108
10,166,243,2.9830710716682826e-05
601,166,246,0.0017928257140726379
80,166,244,0.0002386456857334626
61,166,245,0.00018196733537176524
31612,166,265,0.09430084271757774
3663,166,256,0.010926989335520918
647,166,257,0.0019300469833693787
14842,166,247,0.04427474084570065
9372,166,248,0.027957342083675143
1359,166,249,0.004053993586397196
12,166,250,3.579685286001939e-05
21,166,251,6.264449250503393e-05
434,166,273,0.0012946528451040346
13403,166,218,0.03998210157356999
6765,166,253,0.02018047579983593
887,166,254,0.0026459840405697664
89,216,189,0.0681470137825421
16826,217,166,0.8313241106719368
734,217,189,0.03626482213438735
27,219,166,0.6136363636363636
8726,220,166,0.9815523059617548
16,220,85,0.0017997750281214847
98,220,189,0.011023622047244094
6071,85,212,0.13935498680133135
14969,85,211,0.34360151497761965
36,85,220,0.0008263514288993459
3,85,269,6.886261907494549e-05
2,85,225,4.590841271663032e-05
313,85,266,0.007184666590152646
4,85,232,9.181682543326065e-05
504,85,206,0.011568920004590841
2622,85,221,0.06018592907150235
14,85,223,0.00032135888901641224
4,85,241,9.181682543326065e-05
2,85,244,4.590841271663032e-05
0,85,284,0.0
194,85,249,0.004453116033513141
1,85,251,2.295420635831516e-05
2,85,252,4.590841271663032e-05
192,85,253,0.004407207620796511
3,269,85,0.011764705882352941
42781,221,166,0.8006325560504548
4894,221,189,0.09158962458359846
2101,222,166,0.6150468384074942
3193,223,166,0.902232269002543
11,224,147,0.0015727766657134686
6868,224,166,0.9819845581927367
2,224,85,0.00028595939376608524
