flow,origin,destination,out_ratio
429,166,206,0.002094143719765495
146,166,207,0.00071269226826518
607,166,210,0.0029630425125819473
15081,166,212,0.07361720614867932
0,166,213,0.0
0,166,215,0.0
8575,166,218,0.041858467125848765
60,166,219,0.00029288723353363566
13975,166,208,0.06821831814387597
5879,166,220,0.028698067432404068
10709,166,221,0.05227548973186174
52070,166,211,0.2541773041682735
788,166,227,0.003846585667075082
13,166,232,6.34589005989544e-05
15483,166,233,0.07557955061335468
106,166,237,0.0005174341125760896
50,166,239,0.00024407269461136305
18,166,223,8.78661700600907e-05
2,166,241,9.762907784454523e-06
146,166,242,0.00071269226826518
15,166,243,7.322180838340891e-05
0,166,244,0.0
1354,166,236,0.006609488570075712
3162,166,248,0.0154351572072226
117,166,249,0.0005711301053905896
0,166,250,0.0
0,166,251,0.0
3362,166,253,0.01641144798566805
15,166,254,7.322180838340891e-05
4577,85,212,0.17675226877775632
1,85,216,3.861749372465727e-05
20,85,220,0.0007723498744931454
788,85,221,0.030430585055029928
117,85,222,0.004518246765784901
1,85,225,3.861749372465727e-05
433,85,217,0.016721374782776598
30,85,227,0.0011585248117397182
74,85,206,0.002857694535624638
6942,85,211,0.2680826414365708
0,85,223,0.0
2,85,241,7.723498744931454e-05
0,85,242,0.0
3,85,243,0.0001158524811739718
64,85,236,0.002471519598378065
22,85,249,0.0008495848619424599
7,85,224,0.0002703224560726009
103,85,253,0.003977601853639699
401,189,210,0.01194056516689992
2238,189,212,0.06664085995890778
2,189,213,5.9553940982044485e-05
0,189,260,0.0
0,189,216,0.0
18,189,220,0.0005359854688384004
973,189,221,0.02897299228776464
4,189,224,0.00011910788196408897
1,189,225,2.9776970491022243e-05
12352,189,211,0.36780513950510674
73,189,206,0.0021737188458446238
1436,189,233,0.04275972962510794
2,189,234,5.9553940982044485e-05
2,189,241,5.9553940982044485e-05
0,189,242,0.0
2,189,243,5.9553940982044485e-05
0,189,264,0.0
144,189,236,0.004287883750707203
598,189,217,0.017806628353631303
409,189,247,0.012178780930828097
52,189,249,0.0015484024655331567
54,189,251,0.001607956406515201
127,189,253,0.003781675252359825
54746,211,166,0.6152134581455718
7255,211,85,0.08152876262824907
12312,211,189,0.13835728814321194
14499,208,166,0.8019358407079646
790,222,166,0.44532130777903045
14272,233,166,0.7888133532305311
2306,253,166,0.9939655172413793
6618,166,224,0.032305461858760015
5645,224,166,1.0
5484,220,166,1.0
19573,166,265,0.09554469703256419
3846,265,191,0.08411153635866593
1164,166,266,0.005682012330552532
12,166,234,5.857744670672713e-05
10896,221,166,0.7996477322765302
121,12,217,0.03236159400909334
65,12,211,0.017384327360256753
131,147,217,0.01254669092998755
4223,147,211,0.4044631740254765
348,116,211,0.13647058823529412
9799,166,217,0.04783336668993493
645,191,217,0.0406196863782354
6639,191,211,0.4180993765350463
17,130,217,0.021464646464646464
173,130,211,0.21843434343434343
1,195,217,0.05263157894736842
2,77,211,0.05
134,217,12,0.012761904761904763
92,217,147,0.008761904761904762
8195,217,166,0.7804761904761904
328,217,85,0.03123809523809524
925,217,191,0.0880952380952381
526,217,189,0.050095238095238095
90,217,86,0.008571428571428572
25,217,142,0.002380952380952381
22,95,211,0.1746031746031746
51,211,12,0.0005731174216458584
4041,211,147,0.04541112746805713
413,211,116,0.004641127355681167
6717,211,191,0.0754829357097104
195,211,130,0.002191331318057694
30,211,95,0.00033712789508579904
1549,211,86,0.017407036982930092
128,211,142,0.001438412352366076
29,170,217,0.0935483870967742
9,109,217,0.05521472392638037
142,86,217,0.02333990795529257
1739,86,211,0.2858316896778435
31,142,217,0.04353932584269663
111,142,211,0.15589887640449437
358,166,240,0.0017475604934173595
8930,166,247,0.04359138325758944
6385,218,166,0.7501174812030075
31,12,212,0.008290986894891682
394,12,218,0.10537576892217171
56,12,208,0.014977266648836588
2,12,266,0.0005349023803155924
206,12,233,0.055094945172506016
5,12,221,0.001337255950788981
1862,12,265,0.49799411607381655
479,12,247,0.1281091200855844
129,210,129,0.07771084337349397
103,210,147,0.06204819277108434
55,210,116,0.03313253012048193
631,210,166,0.38012048192771086
212,210,85,0.12771084337349398
61,210,191,0.03674698795180723
1,210,130,0.0006024096385542169
1,210,95,0.0006024096385542169
266,210,189,0.1602409638554217
5,210,170,0.0030120481927710845
1,210,109,0.0006024096385542169
38,210,86,0.02289156626506024
5,210,74,0.0030120481927710845
8,210,142,0.004819277108433735
1,210,137,0.0006024096385542169
292,129,210,0.11487018095987411
502,129,212,0.1974822974036192
8,129,218,0.003147128245476003
44,129,208,0.01730920535011802
5,129,222,0.001966955153422502
1414,129,211,0.5562549173878836
13,129,266,0.0051140833988985055
22,129,233,0.00865460267505901
3,129,235,0.0011801730920535012
35,129,221,0.013768686073957514
127,129,265,0.04996066089693155
7,129,236,0.0027537372147915028
38,129,217,0.014948859166011016
25,129,247,0.00983477576711251
89,147,210,0.008524087731060243
487,147,212,0.046643041854228524
77,147,218,0.0073747725313667275
572,147,208,0.05478402451872426
191,147,222,0.018293266928455128
11,147,266,0.0010535389330523896
115,147,233,0.011014270663729528
9,147,235,0.0008619863997701369
280,147,221,0.02681735465951537
3982,147,265,0.38138109376496504
68,147,236,0.00651278613159659
177,147,247,0.016952399195479362
5,147,248,0.00047888133320563166
16,212,12,0.0006850194802414693
353,212,129,0.015113242282827418
454,212,147,0.019437427751851692
248,212,116,0.010617801943742775
14632,212,166,0.6264503146808237
3551,212,85,0.1520315108960911
607,212,191,0.025987926531660745
53,212,130,0.0022691270282998673
14,212,95,0.0005993920452112857
1817,212,189,0.07779252472492186
48,212,170,0.002055058440724408
77,212,108,0.003296656248662071
31,212,109,0.0013272252429678468
1316,212,86,0.05634285224986085
37,212,74,0.0015841075480583979
9,212,36,0.0003853234576358265
53,212,142,0.0022691270282998673
22,212,152,0.0009419017853320204
54,116,210,0.021176470588235293
322,116,212,0.12627450980392158
13,116,218,0.005098039215686275
106,116,208,0.04156862745098039
37,116,222,0.014509803921568627
11,116,266,0.004313725490196078
89,116,233,0.03490196078431373
4,116,235,0.001568627450980392
204,116,221,0.08
1157,116,265,0.45372549019607844
23,116,236,0.009019607843137255
98,116,217,0.038431372549019606
71,116,247,0.02784313725490196
6,116,248,0.002352941176470588
842,166,222,0.004110184177255354
1638,166,235,0.007995821475468253
246,218,12,0.028900375939849624
5,218,129,0.000587406015037594
55,218,147,0.0064614661654135335
21,218,116,0.0024671052631578946
203,218,85,0.023848684210526317
1087,218,191,0.12770206766917294
7,218,130,0.0008223684210526315
1,218,119,0.00011748120300751879
3,218,95,0.00035244360902255637
380,218,189,0.044642857142857144
4,218,170,0.00046992481203007516
7,218,108,0.0008223684210526315
6,218,109,0.0007048872180451127
47,218,86,0.005521616541353383
3,218,74,0.00035244360902255637
1,218,36,0.00011748120300751879
50,218,142,0.0058740601503759395
1,218,152,0.00011748120300751879
55,208,12,0.0030420353982300885
53,208,129,0.0029314159292035398
580,208,147,0.032079646017699116
126,208,116,0.006969026548672566
402,208,85,0.022234513274336284
817,208,191,0.04518805309734513
21,208,130,0.001161504424778761
8,208,119,0.0004424778761061947
1,208,77,5.5309734513274336e-05
8,208,95,0.0004424778761061947
1279,208,189,0.07074115044247788
31,208,170,0.0017146017699115044
17,208,108,0.0009402654867256637
18,208,109,0.000995575221238938
55,208,86,0.0030420353982300885
2,208,182,0.00011061946902654867
