flow,origin,destination,out_ratio
86174,211,166,0.5180998875708694
688,212,147,0.014110215549949753
9795,212,85,0.20088599027871779
2,207,147,0.000609942055504727
2761,207,166,0.8420250076242757
2,207,85,0.000609942055504727
440,207,191,0.13418725221103994
74,207,189,0.022567856053674902
1,258,147,0.0018450184501845018
7852,211,147,0.04720821033265796
30207,211,189,0.18161212551179304
817,259,166,0.985524728588661
1,147,220,7.326007326007326e-05
424,147,221,0.031062271062271062
90,147,206,0.006593406593406593
806,147,212,0.05904761904761905
6974,147,211,0.5109157509157509
2,147,241,0.00014652014652014652
112,147,236,0.008205128205128205
22,147,253,0.0016117216117216117
26134,212,166,0.5359831005557948
848,212,191,0.017391661026682253
6499,212,189,0.13328821345802827
3,215,166,0.3333333333333333
5,215,85,0.5555555555555556
1,215,189,0.1111111111111111
81125,166,211,0.2223540891225339
1843,166,207,0.005051446363671248
7375,166,208,0.020214008102048535
27557,166,212,0.0755304977990714
23,166,215,6.304029645384629e-05
17535,166,217,0.0480613738399215
5,166,219,1.3704412272575279e-05
5246,166,220,0.014378669356385982
40000,166,221,0.10963529818060222
2048,166,222,0.005613327266846834
85,166,214,0.00023297500863377974
210,166,259,0.0005755853154481617
3758,166,224,0.01030023626406758
1,166,225,2.7408824545150557e-06
101,166,229,0.0002768291279060206
49,166,230,0.00013430324027123773
1644,166,231,0.004506010755222752
9,166,232,2.46679420906355e-05
3934,166,206,0.010782631576062228
2869,166,223,0.007863591762003694
557,166,237,0.001526671527164886
20,166,241,5.4817649090301114e-05
409,166,242,0.0011210209238966577
3,166,243,8.222647363545167e-06
517,166,246,0.0014170362289842838
7412,166,236,0.020315420752865593
55,166,244,0.00015074853499832806
31843,166,265,0.08727791999912292
3691,166,256,0.010116597139615071
587,166,257,0.0016088980008003378
16738,166,247,0.045876890523673004
1270,166,249,0.003480920717234121
4,166,250,1.0963529818060223e-05
7,166,251,1.918617718160539e-05
872,166,239,0.0023900495003371285
589,166,273,0.0016143797657093679
4,166,283,1.0963529818060223e-05
17265,166,218,0.04732133557720244
28237,166,228,0.07739429786814163
3204,166,235,0.008781787384266238
5836,166,253,0.015995790004549863
964,166,254,0.0026422106861525136
2,216,147,0.0024479804161566705
1,216,85,0.0012239902080783353
18,216,191,0.022031823745410038
21925,217,166,0.8051781123760559
1029,217,189,0.037789203084832905
760,218,191,0.029426569094358618
9869,208,166,0.7351758045292014
60,220,85,0.01002171371304493
112,220,189,0.018707198931017206
11493,85,211,0.29690002583311803
5695,85,212,0.14711960733660553
1,85,215,2.5833118057349522e-05
27,85,220,0.0006974941875484371
1925,85,221,0.04972875226039783
4,85,276,0.00010333247222939809
0,85,229,0.0
0,85,231,0.0
385,85,206,0.009945750452079566
14,85,223,0.0003616636528028933
6,85,241,0.00015499870834409713
1,85,244,2.5833118057349522e-05
0,85,245,0.0
489,85,236,0.012632394730043916
0,85,246,0.0
0,85,284,0.0
253,85,249,0.006535778868509429
3,85,252,7.749935417204857e-05
164,85,253,0.004236631361405322
1,269,147,0.0025380710659898475
1,269,189,0.0025380710659898475
16944,191,211,0.4864911424387723
999,191,221,0.028682994056676906
124,191,223,0.003560251514542479
2,191,225,5.742341152487869e-05
25,191,232,0.0007177926440609837
264,191,206,0.007579890321283988
653,191,212,0.018748743862872893
171,191,236,0.004909701685377128
110,191,249,0.003158287633868328
114,191,253,0.0032731344569180854
5654,221,189,0.10779995805449102
1988,222,166,0.580607476635514
2,276,189,0.4
3084,223,166,0.8692220969560316
5751,220,166,0.9605812593953567
6,224,147,0.0010693281055070398
5450,224,166,0.9713063625022278
5,224,85,0.0008911067545891997
85,224,191,0.015148814828016397
65,224,189,0.011584387809659598
6,225,166,0.3
2,225,85,0.1
5,225,189,0.25
41348,221,166,0.7883467749623444
222,217,147,0.00815277267719427
529,227,189,0.14069148936170212
218,229,166,0.990909090909091
130,230,166,0.7975460122699386
2,232,147,0.037037037037037035
16,232,166,0.2962962962962963
7,232,85,0.12962962962962962
2,232,189,0.037037037037037035
6304,206,166,0.6546889604320283
1101,206,85,0.11434209159829681
955,206,189,0.09917956174057535
23913,233,166,0.7794836690788187
884,233,85,0.028815437772996937
3218,235,166,0.7652794292508918
1,220,147,0.00016702856188408218
6986,189,212,0.09453699067621148
25,189,207,0.000338308727011922
27228,189,211,0.3684588007632245
694,189,210,0.009391450261850955
1095,189,217,0.014817922243122183
4,189,219,5.412939632190752e-05
69,189,220,0.0009337320865529048
5418,189,221,0.07331826731802374
562,189,222,0.007605180183228006
3,189,276,4.059704724143064e-05
267,189,223,0.003613137204487327
4,189,225,5.412939632190752e-05
0,189,229,0.0
9,189,232,0.00012179114172429192
629,189,206,0.008511847571619957
44,189,234,0.0005954233595409827
913,189,236,0.012355034710475391
10,189,241,0.0001353234908047688
2,189,243,2.706469816095376e-05
2,189,244,2.706469816095376e-05
12,189,252,0.00016238818896572256
375,189,253,0.00507463090517883
94,189,254,0.0012720408135648267
2108,221,85,0.04019142405002955
411,237,166,0.7653631284916201
65,241,166,0.8024691358024691
14587,211,85,0.08770073409608782
18837,211,191,0.11325280922520096
1,239,147,0.0008445945945945946
3,239,191,0.002533783783783784
2130,240,166,0.6870967741935484
58,223,85,0.016347237880496055
341,223,189,0.09611048478015784
4,241,85,0.04938271604938271
5,241,191,0.06172839506172839
7,241,189,0.08641975308641975
291,242,166,0.8584070796460177
4,263,147,0.017777777777777778
24,243,166,0.8
3,243,85,0.1
2,243,189,0.06666666666666667
399,246,166,0.9432624113475178
23,246,189,0.054373522458628844
7130,236,166,0.7693967842883349
28,244,166,0.56
1,244,85,0.02
2,244,189,0.04
2020,256,166,0.6838185511171293
16,257,147,0.018867924528301886
577,257,166,0.6804245283018868
904,247,189,0.03401693320790217
132,236,147,0.01424409193913888
483,236,85,0.05212042732275817
891,236,189,0.09614762058918744
9456,248,166,0.9167232186136695
60,249,147,0.021551724137931036
1812,249,166,0.6508620689655172
295,249,85,0.10596264367816093
154,249,191,0.05531609195402299
264,249,189,0.09482758620689655
1,250,85,1.0
1,251,166,1.0
1147,239,166,0.96875
3,223,147,0.0008455467869222097
1,252,147,0.0034965034965034965
3,252,85,0.01048951048951049
4,252,189,0.013986013986013986
8330,253,166,0.8630335681723995
11,253,147,0.0011396601740571901
352,253,85,0.036469125569830084
802,253,189,0.08309158723580605
1387,254,166,0.9377958079783637
29,254,191,0.0196078431372549
63,254,189,0.04259634888438134
174,166,269,0.0004769135470856197
220,166,258,0.0006029941399933122
632,166,234,0.0017322377112535153
54,261,166,0.9818181818181818
363,269,166,0.9213197969543148
119,214,166,0.9834710743801653
532,273,166,0.9568345323741008
549,166,216,0.0015047444675287656
714,216,166,0.8739290085679314
353,234,166,0.9028132992327366
16,291,166,1.0
21,285,166,0.9130434782608695
488,258,166,0.9003690036900369
54,255,166,0.9310344827586207
88,260,166,1.0
8,166,291,2.1927059636120446e-05
16,166,285,4.385411927224089e-05
31,166,255,8.496735608996673e-05
51,166,260,0.00013978500518026783
51,166,261,0.00013978500518026783
55,166,262,0.00015074853499832806
7,166,286,1.918617718160539e-05
46,166,270,0.00012608059290769257
109,166,267,0.00029875618754214106
162,166,263,0.000444022957631439
190,166,264,0.0005207676663578606
16,166,284,4.385411927224089e-05
117,166,272,0.0003206832471782615
241,166,252,0.0006605526715381284
70,262,166,1.0
