flow,origin,destination,out_ratio
9,195,257,1.0
9,257,195,0.011968085106382979
8,12,266,0.0019356399709654004
7,209,97,0.025735294117647058
93,166,209,0.0004093724276665331
3875,191,265,0.23815377051195377
22,191,228,0.0013520988261323827
6635,191,211,0.40778071415401634
5,228,129,0.00019366333565729336
1480,266,166,0.8342728297632469
2,71,265,0.25
19645,265,166,0.39872133143900956
3640,265,191,0.07387862796833773
2640,86,265,0.4498977505112474
7,96,209,1.0
56234,166,211,0.2475338612623637
18493,166,212,0.08140348714878706
388,166,207,0.00170791937564102
10,166,215,4.401854060930464e-05
516,166,206,0.0022713566954401195
61,166,216,0.0002685130977167583
8526,166,218,0.037530207723493136
45,166,219,0.00019808343274187087
5659,166,220,0.024910092130805497
17258,166,221,0.07596719738353795
55,166,223,0.0002421019733511755
6835,166,224,0.03008667250645972
10952,166,217,0.04820910567531044
1468,166,227,0.006461921761445921
22704,166,228,0.09993969459936525
39,166,230,0.0001716723083762881
20,166,232,8.803708121860928e-05
12496,166,208,0.05500556834538708
315,166,237,0.001386584029193096
201,166,240,0.0008847726662470233
204,166,242,0.0008979782284298147
11,166,243,4.8420394670235106e-05
1770,166,236,0.0077912816878469215
23,166,244,0.00010124264340140067
5980,166,247,0.026323087284364173
4396,166,248,0.01935055045185032
11,166,273,4.8420394670235106e-05
3115,166,253,0.013711775399798395
29,166,254,0.00012765376776698346
4048,85,212,0.1489275596924322
399,85,218,0.014679371619881535
25,85,220,0.0009197601265589934
801,85,221,0.029469114454950148
6882,85,211,0.25319156763915973
1,85,225,3.679040506235974e-05
67,85,206,0.0024649571391781025
14,85,237,0.0005150656708730364
3,85,223,0.0001103712151870792
2,85,241,7.358081012471948e-05
0,85,242,0.0
1,85,243,3.679040506235974e-05
666,85,217,0.024502409771531584
51,85,236,0.0018763106581803466
50,85,249,0.0018395202531179867
7,85,224,0.0002575328354365182
71,85,253,0.0026121187594275413
1,85,254,3.679040506235974e-05
2067,189,212,0.060672772102853115
19,189,209,0.000557708113185394
1,189,215,2.9353058588704944e-05
845,189,208,0.024803334507455678
33,189,220,0.0009686509334272632
1137,189,221,0.03337442761535752
12961,189,211,0.3804449923682048
0,189,259,0.0
6,189,223,0.00017611835153222966
8,189,224,0.00023482446870963955
866,189,217,0.025419748737818482
173,189,227,0.005078079135845955
0,189,230,0.0
4,189,232,0.00011741223435481978
83,189,206,0.00243630386286251
51,189,240,0.0014970059880239522
1,189,241,2.9353058588704944e-05
0,189,242,0.0
