flow,origin,destination,out_ratio
43748,12,166,0.4114438341735009
2718,12,147,0.025562410653825897
1189,12,116,0.011182379053494847
17769,12,85,0.1671149650139192
14141,12,191,0.1329941313670905
667,12,130,0.0062730419080580845
19,12,77,0.00017869234820555262
110,12,71,0.001034534647505831
22745,12,189,0.21391355052291025
107,12,170,0.0010063200662102174
960,12,86,0.009028666014596343
131,12,142,0.001232036716575126
69,12,152,0.0006489353697991121
219,12,129,0.0020596644345797907
33,12,119,0.0003103603942517493
8,12,74,7.523888345496953e-05
1695,12,11,0.01594123843202167
0,147,191,0.0
29,147,178,0.0002973535533749628
390,147,152,0.003998892614352948
16,147,195,0.00016405713289653121
0,147,110,0.0
631,147,170,0.00647000317860695
4,147,115,4.1014283224132804e-05
2841,147,12,0.029130394659940325
2194,147,116,0.02249633434843684
64699,147,166,0.663395777579542
4974,147,85,0.05100126118920914
405,147,130,0.004152696176443447
11,147,77,0.00011278927886636521
165,147,71,0.0016918391829954782
17907,147,189,0.18361069242363653
833,147,86,0.008541224481425656
326,147,129,0.0033426640827668237
28,147,119,0.0002870999825689296
147,147,74,0.0015072749084868806
1411,147,37,0.014467788407312847
516,147,41,0.005290842535913132
10,116,47,0.000125203455615375
4,116,116,5.008138224614999e-05
36,116,120,0.0004507324402153499
14,116,131,0.00017528483786152498
1698,116,18,0.02125954676349067
2,116,25,2.5040691123074996e-05
182,116,152,0.0022787028921998245
66,116,193,0.0008263428070614749
4,116,148,5.008138224614999e-05
1,116,204,1.2520345561537498e-05
1,116,118,1.2520345561537498e-05
2960,116,195,0.03706022286215099
4598,116,85,0.05756854889194942
4,116,22,5.008138224614999e-05
256,116,129,0.0032052084637535995
49807,116,166,0.6236008513834982
5046,116,191,0.06317766370351821
2875,116,130,0.03599599348942031
0,116,110,0.0
846,116,77,0.010592212345060723
0,116,186,0.0
0,116,95,0.0
0,116,108,0.0
0,116,109,0.0
0,116,182,0.0
1821,116,142,0.022799549267559786
0,116,137,0.0
613,116,138,0.007674971829222487
1259,116,12,0.01576311506197571
2271,116,147,0.028433704770251658
181,116,71,0.0022661825466382874
3649,116,189,0.045686740954050335
312,116,170,0.0039063478151996995
1140,116,86,0.014273193940152749
168,116,74,0.0021034180543382996
46,116,36,0.0005759358958307249
150490,166,189,0.19097570323068605
64,166,166,8.121765570312917e-05
110338,166,191,0.1400217764839354
3720,166,195,0.004720776237744383
7,166,107,8.883181092529752e-06
3911,166,186,0.004963160178983409
9229,166,36,0.011711839757565297
85086,166,85,0.1079763352055695
10094,166,77,0.012809547135427903
2563,166,95,0.003252513305736251
1841,166,31,0.0023362766273353247
3063,166,76,0.0038870262409169474
984,166,73,0.0012487214564356108
4004,166,138,0.005081179584927018
14689,166,129,0.018640721009738504
44844,166,116,0.05690819613048632
28918,166,130,0.03669769011911077
1129,166,110,0.0014327302076380128
5487,166,108,0.006963144950672964
8890,166,109,0.011281639987512785
3525,166,182,0.004473316193023911
7515,166,74,0.00953672941576587
61231,166,142,0.07770372306809846
2098,166,137,0.002662416276018203
4995,166,119,0.0063387842224551585
1586,166,67,0.0020126750303931695
11618,166,71,0.014743542561858666
32969,166,170,0.041838513919944774
627,166,66,0.0007956792207165935
153,166,48,0.00019416095816529315
0,166,78,0.0
1,166,143,1.2690258703613933e-06
870,166,0,0.001104052507214412
40030,166,12,0.05079910559056657
66361,166,147,0.0842138257830524
35670,166,86,0.045266152795790895
16014,166,152,0.02032218028796735
2687,166,158,0.0034098725136610633
1,166,115,1.2690258703613933e-06
179,166,83,0.0002271556307946894
35,166,79,4.441590546264876e-05
47,166,112,5.964421590698548e-05
26,166,82,3.299467262939622e-05
5,166,139,6.345129351806966e-06
22,166,198,2.791856914795065e-05
28,166,80,3.553272437011901e-05
1,166,178,1.2690258703613933e-06
18,166,105,2.2842465666505077e-05
1977,166,61,0.0025088641457044745
6,166,44,7.614155222168359e-06
287,166,47,0.00036421042479371985
776,166,201,0.000984764075400441
4234,166,18,0.005373055535110138
495,166,89,0.0006281678058288896
1120,166,133,0.0014213089748047604
848,166,153,0.0010761339380664615
235,166,53,0.0002982210795349274
321,166,22,0.0004073573043860072
33,166,96,4.187785372192598e-05
11,166,93,1.3959284573975326e-05
100818,85,166,0.5328168187847815
917,85,36,0.004846287595723428
36,85,44,0.00019025774639699393
27,85,43,0.00014269330979774545
15,85,85,7.927406099874748e-05
108,85,136,0.0005707732391909818
1322,85,135,0.006986687242689611
258,85,95,0.0013635138491784565
39,85,160,0.00020611255859674343
1810,85,74,0.009565736693848862
464,85,183,0.002452210953561255
767,85,195,0.004053546985735954
4218,85,116,0.022291865952847788
6,85,89,3.170962439949899e-05
164,85,119,0.0008667297335863056
261,85,133,0.001379368661378206
17,85,52,8.984393579858047e-05
10,85,182,5.284937399916498e-05
3537,85,137,0.018692823583504655
0,85,168,0.0
0,85,110,0.0
79,85,77,0.0004175100545934033
520,85,186,0.002748167447956579
0,85,108,0.0
562,85,109,0.002970134818753072
475,85,138,0.0025103452649603364
16293,85,12,0.0861074850568395
5825,85,147,0.0307847603545136
18292,85,191,0.09667207491927259
2356,85,130,0.01245131251420327
706,85,71,0.0037311658043410476
19286,85,189,0.10192530269478958
1569,85,170,0.008292066780468985
49,85,86,0.0002589619325959084
5376,85,142,0.028411823461951095
848,85,152,0.00448162691512919
1028,85,76,0.00543291564711416
876,85,158,0.004629605162326853
283,85,73,0.001495637284176369
30,191,142,0.00013153452562073334
0,191,168,0.0
123264,191,166,0.5404490588704692
19,191,195,8.33051995597978e-05
2,191,174,8.768968374715557e-06
0,191,159,0.0
541,191,129,0.002372005945360558
5791,191,116,0.025390547928988896
1985,191,130,0.00870320111190519
48,191,77,0.00021045524099317335
0,191,186,0.0
530,191,95,0.0023237766192996225
447,191,108,0.001959864431748927
0,191,109,0.0
0,191,182,0.0
0,191,137,0.0
1,191,138,4.384484187357779e-06
0,191,78,0.0
0,191,143,0.0
0,191,0,0.0
16206,191,12,0.07105495074032016
18368,191,85,0.08053420555338767
317,191,71,0.0013898814873924156
44642,191,189,0.19573214309202594
462,191,170,0.0020256316945592937
14977,191,86,0.06566641967405745
107,191,119,0.0004691398080472823
287,191,74,0.0012583469617716823
8,191,80,3.507587349886223e-05
6,191,79,2.630690512414667e-05
2,191,105,8.768968374715557e-06
