flow,origin,destination,out_ratio
57,12,195,0.0011913470582087993
7984,12,189,0.16687219145156235
2698,12,11,0.05639042742188317
2434,12,191,0.05087260946807399
1531,12,147,0.0319991639669767
6570,12,85,0.13731842407775108
1229,12,116,0.02568711464102832
22151,12,166,0.4629741874804055
161,12,130,0.003365032918800293
54,12,77,0.0011286445814609677
104,12,95,0.0021736858605914933
3,12,71,6.270247674783154e-05
58,12,170,0.0012122478837914097
234,12,109,0.00489079318633086
2274,12,86,0.047528477374856305
2,12,76,4.180165116522103e-05
86,12,142,0.0017974710001045042
0,12,158,0.0
61,12,152,0.0012749503605392412
9,12,138,0.0001881074302434946
130,12,129,0.0027171073257393668
1,12,119,2.0900825582610515e-05
9,12,108,0.0001881074302434946
5,12,182,0.00010450412791305256
1,147,201,1.1667113906033064e-05
5,147,146,5.833556953016532e-05
11,147,148,0.0001283382529663637
4,147,36,4.6668455624132255e-05
695,147,152,0.00810864416469298
319,147,179,0.0037218093360245476
55911,147,166,0.6523200056002146
2,147,191,2.3334227812066128e-05
349,147,178,0.00407182275320554
43,147,142,0.0005016858979594217
113,147,119,0.0013183838713817363
0,147,168,0.0
11864,147,189,0.13841863938117627
716,147,170,0.008353653556719675
6,147,39,7.000268343619839e-05
1579,147,12,0.01842237285762621
832,147,130,0.00970703876981951
1808,147,116,0.02109414194210778
5964,147,85,0.0695826673355812
0,147,195,0.0
270,147,77,0.0031501207546289272
193,147,95,0.0022517529838643816
90,147,71,0.0010500402515429758
394,147,109,0.004596842878977028
937,147,86,0.010932085729952981
7,147,76,8.166979734223146e-05
31,147,158,0.000361680531087025
27,147,138,0.00031501207546289276
380,147,129,0.004433503284292564
34,147,186,0.0003966818728051242
236,147,108,0.002753438881823803
48,147,182,0.0005600214674895871
134,147,74,0.0015633932634084306
21,147,137,0.00024500939202669434
1777,147,37,0.020732461411020756
910,147,112,0.010617073654490088
35,116,47,0.0005992842833416091
2869,116,130,0.04912418882591648
20,116,119,0.00034244816190949094
4,116,116,6.848963238189819e-05
4,116,123,6.848963238189819e-05
596,116,120,0.01020495522490283
16,116,131,0.00027395852952759276
1139,116,18,0.019502422820745508
16,116,24,0.00027395852952759276
3,116,118,5.136722428642364e-05
5,116,25,8.561204047737273e-05
2,116,199,3.4244816190949095e-05
2973,116,195,0.05090491926784583
660,116,142,0.011300789343013201
0,116,168,0.0
3,116,121,5.136722428642364e-05
75,116,132,0.0012841806071605911
34792,116,166,0.5957228224577504
91,116,55,0.0015581391366881838
2908,116,85,0.04979196274163999
1239,116,12,0.021214663630292965
202,116,129,0.0034587264352858586
1794,116,147,0.030717600123281338
2218,116,191,0.037977501155762546
1390,116,77,0.02380014725270962
157,116,95,0.002688218070989504
100,116,71,0.0017122408095474548
2924,116,189,0.050065921271167574
287,116,170,0.004914131123401195
285,116,109,0.004879886307210246
746,116,86,0.012773316439224013
55,116,76,0.0009417324452511001
5,116,158,8.561204047737273e-05
366,116,152,0.0062668013629436845
46,116,138,0.0007876307723918292
42,116,186,0.000719141140009931
98,116,108,0.0016779959933565056
47,116,182,0.0008047531804873038
97,116,74,0.001660873585261031
74,116,36,0.0012670581990651165
20,116,137,0.00034244816190949094
67122,166,191,0.11322530692387883
4650,166,195,0.007843891379816403
115858,166,189,0.19543603601779974
34689,166,116,0.05851542969343036
87353,166,85,0.14735213843034456
13255,166,77,0.022359307578379874
6,166,107,1.0121150167505035e-05
0,166,141,0.0
100,166,153,0.00016868583612508393
2303,166,138,0.0038848348059606825
21394,166,12,0.036088647780600454
19240,166,130,0.032455154870466144
8017,166,119,0.013523543482147979
25,166,102,4.217145903127098e-05
8709,166,109,0.014690849468133559
9,166,16,1.5181725251257552e-05
5806,166,31,0.009793899645422372
341,166,53,0.0005752187011865362
1100,166,73,0.001855544197375923
308,166,55,0.0005195523752652585
3421,166,18,0.005770742453839121
56216,166,147,0.09482842963607718
394,166,89,0.0006646221943328307
18,166,199,3.0363450502515105e-05
30545,166,86,0.051525088644406886
1,166,162,1.6868583612508392e-06
41,166,113,6.91611928112844e-05
3146,166,186,0.00530685640449514
4759,166,95,0.008027758941192743
6,166,185,1.0121150167505035e-05
21,166,93,3.542402558626762e-05
0,166,148,0.0
7,166,106,1.1808008528755875e-05
1,166,202,1.6868583612508392e-06
1032,166,61,0.0017408378288108661
0,166,62,0.0
481,166,66,0.0008113788717616536
29157,166,142,0.04918372923899072
150,166,132,0.0002530287541876259
0,166,187,0.0
123,166,83,0.00020748357843385323
10829,166,152,0.01826698919398534
17984,166,170,0.030336460768735092
4924,166,36,0.008306090570799132
8856,166,129,0.014938817647237432
0,166,184,0.0
6903,166,74,0.011644383267714543
760,166,137,0.0012820123545506379
377,166,201,0.0006359456021915664
5657,166,71,0.009542557749595998
1541,166,76,0.0025994487346875433
2660,166,158,0.004487043240927233
5639,166,108,0.009512194299093482
3431,166,182,0.005787611037451629
492,166,133,0.0008299343137354129
435,166,67,0.0007337833871441151
448,166,0,0.000755712545840376
26,166,9,4.3858317392521817e-05
632,166,110,0.0010660944843105303
40,166,135,6.747433445003357e-05
14,166,72,2.361601705751175e-05
800,166,37,0.0013494866890006714
11,166,30,1.855544197375923e-05
418,166,13,0.0007051067950028508
137,166,22,0.00023109959549136498
12,85,195,7.937820406813295e-05
21007,85,189,0.13895816107160575
1428,85,135,0.009446006284107822
86696,85,166,0.5734810649909046
0,85,89,0.0
30,85,182,0.00019844551017033239
1696,85,74,0.011218786174962792
2233,85,137,0.014770960807011742
9,85,153,5.9533653051099716e-05
352,85,183,0.0023284273193319
70,85,138,0.0004630395237307756
8904,85,191,0.05889862741855466
0,85,0,0.0
0,85,73,0.0
430,85,76,0.0028443856457747644
0,85,129,0.0
1,85,44,6.6148503390110795e-06
2,85,162,1.3229700678022159e-05
186,85,119,0.0012303621630560609
