flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
87588,211,166,0.5658870655123401,,10,,313,,538,,0,,861
2124,207,166,0.8264591439688715,,10,,313,,538,,0,,861
6886,211,147,0.0444889520609898,,156,,13099,,1317,,0,,14572
26647,211,189,0.17216048585088511,,27,,5,,37,,0,,69
2,147,220,0.00013932427725531178,156,,13099,,1317,,0,0,14572,69
168,147,217,0.011703239289446186,156,,13099,,1317,,0,0,14572,69
5,147,276,0.00034831069313827936,156,,13099,,1317,,0,0,14572,69
1,147,225,6.966213862765589e-05,156,,13099,,1317,,0,0,14572,69
20,147,228,0.0013932427725531177,156,,13099,,1317,,0,0,14572,69
105,147,206,0.007314524555903866,156,,13099,,1317,,0,0,14572,69
479,147,212,0.033368164402647164,156,,13099,,1317,,0,0,14572,69
6642,147,211,0.4626959247648903,156,,13099,,1317,,0,0,14572,69
1,147,241,6.966213862765589e-05,156,,13099,,1317,,0,0,14572,69
81,147,249,0.005642633228840125,156,,13099,,1317,,0,0,14572,69
75,147,253,0.00522466039707419,156,,13099,,1317,,0,0,14572,69
21154,212,166,0.6145666889398913,,10,,313,,538,,0,,861
5312,212,85,0.15432439499142964,,28,,851,,143,,0,,1022
4125,212,189,0.11983963278231312,,27,,5,,37,,0,,69
15,215,85,0.034403669724770644,,28,,851,,143,,0,,1022
14,215,189,0.03211009174311927,,27,,5,,37,,0,,69
1835,166,207,0.005546068638266362,10,,313,,538,,0,0,861,69
17636,166,212,0.053302706541943086,10,,313,,538,,0,0,861,69
241,166,215,0.0007283937557614133,10,,313,,538,,0,0,861,69
67,166,219,0.00020249950886313148,10,,313,,538,,0,0,861,69
3969,166,220,0.011995829114593563,10,,313,,538,,0,0,861,69
32069,166,221,0.09692472760793676,10,,313,,538,,0,0,861,69
1091,166,222,0.0032974173756668127,10,,313,,538,,0,0,861,69
86228,166,211,0.2606138455261209,10,,313,,538,,0,0,861,69
19,166,276,5.7425233856708934e-05,10,,313,,538,,0,0,861,69
6332,166,224,0.01913771477793057,10,,313,,538,,0,0,861,69
2,166,225,6.04476145860094e-06,10,,313,,538,,0,0,861,69
4587,166,206,0.013863660405301256,10,,313,,538,,0,0,861,69
11675,166,217,0.03528629501458299,10,,313,,538,,0,0,861,69
1853,166,227,0.005600471491393771,10,,313,,538,,0,0,861,69
21895,166,228,0.06617502606803377,10,,313,,538,,0,0,861,69
157,166,229,0.0004745137745001737,10,,313,,538,,0,0,861,69
102,166,230,0.000308282834388648,10,,313,,538,,0,0,861,69
