flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
3,18,217,1.0,15,,0,,0,,0,0,15,0
3,217,18,0.00017633574325515782,,15,,0,,0,,0,,15
1,12,266,0.0002553626149131767,198,,0,,0,,0,0,198,15
185,266,189,0.0588984399872652,,28,,0,,0,,0,,28
1707,233,189,0.06753174822961586,,28,,0,,0,,0,,28
1632,189,233,0.027573622586040854,28,,0,,0,,0,0,28,28
27,211,30,0.00020896377187347632,,0,,0,,0,,0,,0
1,166,288,3.3657341339292933e-06,0,,0,,0,,0,0,0,0
73143,166,211,0.2461798917579903,0,,0,,0,,0,0,0,0
2172,166,266,0.007310374538894424,0,,0,,0,,0,0,0,0
3,288,166,1.0,,0,,0,,0,,0,,0
24,266,147,0.007640878701050621,,33,,0,,0,,0,,33
5188,166,236,0.017461428686825167,0,,0,,0,,0,0,0,33
6117,236,166,0.7353047241254959,,0,,0,,0,,0,,0
33136,166,265,0.11152696626188104,0,,0,,0,,0,0,0,0
30243,265,166,0.40290693027097596,,0,,0,,0,,0,,0
159,210,147,0.04119170984455959,,33,,0,,0,,0,,33
148,147,210,0.01162973440201163,33,,0,,0,,0,0,33,33
104,147,208,0.008172245796008172,33,,0,,0,,0,0,33,33
112,208,147,0.006455703498760735,,33,,0,,0,,0,,33
74077,211,166,0.5733114566322779,,0,,0,,0,,0,,0
11584,208,166,0.6677041904432532,,0,,0,,0,,0,,0
6147,211,147,0.0475740853965281,,33,,0,,0,,0,,33
20580,211,189,0.1592768305613386,,28,,0,,0,,0,,28
2725,210,166,0.7059585492227979,,0,,0,,0,,0,,0
414,210,189,0.10725388601036268,,28,,0,,0,,0,,28
349,259,166,0.9914772727272728,,0,,0,,0,,0,,0
1,147,223,7.857928650007858e-05,33,,0,,0,,0,0,33,0
59,147,206,0.0046361779035046366,33,,0,,0,,0,0,33,0
358,147,212,0.02813138456702813,33,,0,,0,,0,0,33,0
393,147,221,0.03088165959453088,33,,0,,0,,0,0,33,0
6012,147,211,0.4724186704384724,33,,0,,0,,0,0,33,0
1,147,241,7.857928650007858e-05,33,,0,,0,,0,0,33,0
49,147,249,0.0038503850385038494,33,,0,,0,,0,0,33,0
2,147,253,0.00015715857300015716,33,,0,,0,,0,0,33,0
17766,212,166,0.5342033256156599,,0,,0,,0,,0,,0
7034,212,85,0.21150434494993536,,15,,0,,0,,0,,15
4094,212,189,0.1231019033586914,,28,,0,,0,,0,,28
10,215,166,0.5555555555555556,,0,,0,,0,,0,,0
4,215,85,0.2222222222222222,,15,,0,,0,,0,,15
4,215,189,0.2222222222222222,,28,,0,,0,,0,,28
1301,166,207,0.004378820108242009,0,,0,,0,,0,0,0,28
15767,166,212,0.05306753008966316,0,,0,,0,,0,0,0,28
5,166,215,1.6828670669646462e-05,0,,0,,0,,0,0,0,28
2773,166,206,0.009333180753385928,0,,0,,0,,0,0,0,28
86,166,219,0.0002894531355179192,0,,0,,0,,0,0,0,28
3027,166,220,0.010188077223403971,0,,0,,0,,0,0,0,28
28434,166,221,0.0957012843641455,0,,0,,0,,0,0,0,28
1095,166,222,0.003685478876652576,0,,0,,0,,0,0,0,28
69,166,276,0.0002322356552411212,0,,0,,0,,0,0,0,28
4023,166,224,0.013540348420797543,0,,0,,0,,0,0,0,28
4,166,225,1.3462936535717173e-05,0,,0,,0,,0,0,0,28
10630,166,217,0.03577775384366838,0,,0,,0,,0,0,0,28
2381,166,227,0.008013812972885646,0,,0,,0,,0,0,0,28
28693,166,228,0.0965730095048332,0,,0,,0,,0,0,0,28
110,166,229,0.0003702307547322222,0,,0,,0,,0,0,0,28
92,166,230,0.00030964754032149493,0,,0,,0,,0,0,0,28
23,166,232,7.741188508037373e-05,0,,0,,0,,0,0,0,28
21984,166,233,0.07399229920030156,0,,0,,0,,0,0,0,28
2069,166,235,0.006963703923099707,0,,0,,0,,0,0,0,28
10395,166,208,0.034986806322194995,0,,0,,0,,0,0,0,28
