flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
7,18,217,1.0,2,,0,,0,,0,32,2,105
3,217,18,0.0001807120053008855,,2,,0,,0,,0,,2
2,217,84,0.00012047467020059034,,0,,0,,0,,0,,0
2,189,232,3.533007119009345e-05,6,,0,,0,,0,0,6,0
18795,265,189,0.24843694235522715,,6,,0,,0,,0,,6
6,71,221,0.24,0,,0,,0,,0,0,0,6
5,191,219,0.00023512814483893726,200,,0,,0,,0,0,200,6
9845,211,191,0.0784731023378528,,200,,0,,0,,0,,200
10980,166,208,0.03604419845975065,0,,0,,0,,0,0,0,200
1398,166,249,0.004589234011542022,0,,0,,0,,0,0,0,200
31611,166,265,0.10376986862579032,0,,0,,0,,0,0,0,200
74003,166,211,0.24293067564817186,0,,0,,0,,0,0,0,200
11798,208,166,0.6349155096329782,,0,,0,,0,,0,,0
4323,191,265,0.2032917940277451,200,,0,,0,,0,0,200,0
1489,249,166,0.8057359307359307,,0,,0,,0,,0,,0
31743,265,166,0.4195867976154283,,0,,0,,0,,0,,0
45,243,166,0.7377049180327869,,0,,0,,0,,0,,0
3245,210,166,0.7471793690997006,,0,,0,,0,,0,,0
3287,166,210,0.010790280540728631,0,,0,,0,,0,0,0,0
3858,265,191,0.050995994871320366,,200,,0,,0,,0,,200
25497,166,233,0.08369935593153571,0,,0,,0,,0,0,0,200
0,211,0,0.0,,0,,0,,0,,0,,0
0,0,211,0.0,0,,0,,0,,0,0,0,0
405,147,222,0.033604381015599066,0,,0,,0,,0,0,0,0
115,147,208,0.009541984732824428,0,,0,,0,,0,0,0,0
430,222,147,0.16032811334824754,,0,,0,,0,,0,,0
100,208,147,0.0053815520396082225,,0,,0,,0,,0,,0
74844,211,166,0.5965709366555871,,0,,0,,0,,0,,0
20005,211,189,0.15945702511617527,,6,,0,,0,,0,,6
5504,211,147,0.043871605410618776,,0,,0,,0,,0,,0
278,210,85,0.0640110522680175,,0,,0,,0,,0,,0
559,259,166,0.9911347517730495,,0,,0,,0,,0,,0
3,147,276,0.0002489213408562894,0,,0,,0,,0,0,0,0
1,147,223,8.297378028542981e-05,0,,0,,0,,0,0,0,0
68,147,206,0.0056422170594092255,0,,0,,0,,0,0,0,0
514,147,212,0.04264852306671092,0,,0,,0,,0,0,0,0
422,147,221,0.035014935280451374,0,,0,,0,,0,0,0,0
5471,147,211,0.4539495519415865,0,,0,,0,,0,0,0,0
13,147,249,0.0010786591437105877,0,,0,,0,,0,0,0,0
25,147,253,0.002074344507135745,0,,0,,0,,0,0,0,0
20378,212,166,0.6087164321773157,,0,,0,,0,,0,,0
4128,212,189,0.12330854019177345,,6,,0,,0,,0,,6
10750,217,166,0.647551352328173,,0,,0,,0,,0,,0
4,215,166,0.8,,0,,0,,0,,0,,0
1,215,85,0.2,,0,,0,,0,,0,,0
3354,166,206,0.011010222371038584,0,,0,,0,,0,0,0,0
19091,166,212,0.06267029078279596,0,,0,,0,,0,0,0,0
2,166,215,6.5654277704463826e-06,0,,0,,0,,0,0,0,0
