flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
1,223,0,0.0005753739930955121,,0,,0,,0,,0,,0
1,0,223,0.5,0,,0,,0,,0,0,0,0
19,195,228,0.5757575757575758,47,,0,,0,,0,0,47,0
68,189,228,0.0010501119604663732,6,,0,,0,,0,0,6,0
24,102,228,1.0,5,,0,,0,,0,0,5,0
55,228,189,0.0021703101570515354,,6,,0,,0,,0,,6
24,228,102,0.0009470444321679426,,5,,0,,0,,0,,5
13,228,31,0.0005129824007576357,,1,,0,,0,,0,,1
17,236,11,0.001785151737897721,,0,,0,,0,,0,,0
6,166,288,1.8078605777922405e-05,1,,0,,0,,0,0,1,0
93141,166,211,0.2806432367935785,1,,0,,0,,0,0,1,0
2,288,166,0.25,,1,,0,,0,,0,,1
6,288,51,0.75,,0,,0,,0,,0,,0
2655,266,166,0.7965796579657966,,1,,0,,0,,0,,1
6,212,51,0.0001463771651622347,,0,,0,,0,,0,,0
274,189,266,0.004231333487761563,6,,0,,0,,0,0,6,0
574,211,130,0.00326535256136758,,163,,0,,0,,0,,163
6,51,288,0.5,0,,0,,0,,0,0,0,163
6,51,212,0.5,0,,0,,0,,0,0,0,163
20269,166,233,0.061072543418784875,1,,0,,0,,0,0,1,163
36156,166,265,0.10894167841776042,1,,0,,0,,0,0,1,163
22186,233,166,0.8710639968590499,,1,,0,,0,,0,,1
5819,265,191,0.057493750679274,,264,,612,,0,,0,,876
7205,166,236,0.021709392438321824,1,,0,,0,,0,0,1,876
6776,236,166,0.7115404809408801,,1,,0,,0,,0,,1
2,147,241,0.00015119443604475356,25,,1200,,0,,0,0,1225,1
882,166,257,0.0026575550493545936,1,,0,,0,,0,0,1,1
360,237,166,0.8275862068965517,,1,,0,,0,,0,,1
0,241,147,0.0,,25,,1200,,0,,0,,1225
14,195,257,0.42424242424242425,47,,0,,0,,0,0,47,1225
15,257,195,0.009823182711198428,,47,,0,,0,,0,,47
0,211,0,0.0,,0,,0,,0,,0,,0
1,0,211,0.5,0,,0,,0,,0,0,0,0
72,147,208,0.005442999697611128,25,,1200,,0,,0,0,1225,0
166,208,147,0.008814315297615886,,25,,1200,,0,,0,,1225
96269,211,166,0.5476519612026055,,1,,0,,0,,0,,1
738,206,189,0.09010989010989012,,6,,0,,0,,0,,6
2267,207,166,0.7761040739472783,,1,,0,,0,,0,,1
12223,208,166,0.6490203366431264,,1,,0,,0,,0,,1
7989,211,147,0.04544756378530592,,25,,1200,,0,,0,,1225
29280,211,189,0.16656711323491766,,6,,0,,0,,0,,6
386,259,166,0.9974160206718348,,1,,0,,0,,0,,1
2,147,223,0.00015119443604475356,25,,1200,,0,,0,0,1225,1
111,147,206,0.008391291200483823,25,,1200,,0,,0,0,1225,1
711,147,212,0.053749622013909884,25,,1200,,0,,0,0,1225,1
503,147,221,0.03802540066525552,25,,1200,,0,,0,0,1225,1
6390,147,211,0.4830662231629876,25,,1200,,0,,0,0,1225,1
46,147,249,0.003477472029029332,25,,1200,,0,,0,0,1225,1
9,147,253,0.000680374962201391,25,,1200,,0,,0,0,1225,1
21978,212,166,0.5361795559892657,,1,,0,,0,,0,,1
9061,212,85,0.2210539155891681,,3,,0,,0,,0,,3
3954,212,189,0.09646255184191266,,6,,0,,0,,0,,6
189,215,166,0.883177570093458,,1,,0,,0,,0,,1
114,166,252,0.00034349350978052573,1,,0,,0,,0,0,1,1
1578,166,207,0.004754673319593593,1,,0,,0,,0,0,1,1
23445,166,212,0.0706421520772318,1,,0,,0,,0,0,1,1
3705,166,206,0.011163539067867084,1,,0,,0,,0,0,1,1
83,166,219,0.00025008737992792665,1,,0,,0,,0,0,1,1
3757,166,220,0.011320220317942414,1,,0,,0,,0,0,1,1
31046,166,221,0.0935447324968965,1,,0,,0,,0,0,1,1
5548,166,224,0.016716684142652254,1,,0,,0,,0,0,1,1
1132,166,223,0.003410830290101361,1,,0,,0,,0,0,1,1
204,166,229,0.0006146725964493617,1,,0,,0,,0,0,1,1
77,166,230,0.0002320087741500042,1,,0,,0,,0,0,1,1
45,166,232,0.00013558954333441804,1,,0,,0,,0,0,1,1
39,166,241,0.00011751093755649563,1,,0,,0,,0,0,1,1
140,166,242,0.0004218341348181895,1,,0,,0,,0,0,1,1
550,166,246,0.0016572055296428874,1,,0,,0,,0,0,1,1
21,166,244,6.327512022272843e-05,1,,0,,0,,0,0,1,1
4735,166,248,0.014267033059743766,1,,0,,0,,0,0,1,1
356,166,273,0.0010726639428233961,1,,0,,0,,0,0,1,1
25491,166,228,0.07680695664750334,1,,0,,0,,0,0,1,1
2250,166,253,0.0067794771667209035,1,,0,,0,,0,0,1,1
345,166,254,0.0010395198322305382,1,,0,,0,,0,0,1,1
1443,217,189,0.0729156139464376,,6,,0,,0,,0,,6
69,219,166,0.8734177215189873,,1,,0,,0,,0,,1
4699,220,166,0.9750985681676696,,1,,0,,0,,0,,1
115,220,85,0.023863872172649927,,3,,0,,0,,0,,3
5,220,189,0.0010375596596804316,,6,,0,,0,,0,,6
4792,85,212,0.13461808579374665,3,,0,,0,,0,0,3,6
48,85,220,0.0013484282383346912,3,,0,,0,,0,0,3,6
11397,85,211,0.32016742983959323,3,,0,,0,,0,0,3,6
0,85,286,0.0,3,,0,,0,,0,0,3,6
2210,85,221,0.06208388347332641,3,,0,,0,,0,0,3,6
2,85,276,5.6184509930612136e-05,3,,0,,0,,0,0,3,6
2,85,259,5.6184509930612136e-05,3,,0,,0,,0,0,3,6
52,85,224,0.0014607972581959154,3,,0,,0,,0,0,3,6
1,85,225,2.8092254965306068e-05,3,,0,,0,,0,0,3,6
0,85,278,0.0,3,,0,,0,,0,0,3,6
364,85,206,0.010225580807371407,3,,0,,0,,0,0,3,6
3,85,232,8.42767648959182e-05,3,,0,,0,,0,0,3,6
56,85,223,0.0015731662780571394,3,,0,,0,,0,0,3,6
4,85,241,0.00011236901986122427,3,,0,,0,,0,0,3,6
7,85,246,0.00019664578475714242,3,,0,,0,,0,0,3,6
8,85,242,0.0002247380397224485,3,,0,,0,,0,0,3,6
63,85,257,0.0017698120628142824,3,,0,,0,,0,0,3,6
479,85,236,0.013456190128381606,3,,0,,0,,0,0,3,6
34,85,248,0.0009551366688204063,3,,0,,0,,0,0,3,6
205,85,249,0.005758912267887743,3,,0,,0,,0,0,3,6
2,85,251,5.6184509930612136e-05,3,,0,,0,,0,0,3,6
77,85,253,0.002163103632328567,3,,0,,0,,0,0,3,6
14,85,254,0.00039329156951428484,3,,0,,0,,0,0,3,6
33043,221,166,0.7466669679576987,,1,,0,,0,,0,,1
5188,221,189,0.11723234057938264,,6,,0,,0,,0,,6
30,276,166,1.0,,1,,0,,0,,0,,1
1,224,147,0.00018611576400521122,,25,,1200,,0,,0,,1225
5211,224,166,0.9698492462311558,,1,,0,,0,,0,,1
7,224,189,0.0013028103480364787,,6,,0,,0,,0,,6
17,225,166,0.7391304347826086,,1,,0,,0,,0,,1
1,225,85,0.043478260869565216,,3,,0,,0,,0,,3
5,225,189,0.21739130434782608,,6,,0,,0,,0,,6
2313,227,166,0.6633209062231145,,1,,0,,0,,0,,1
187,229,166,0.9946808510638298,,1,,0,,0,,0,,1
121,230,166,0.9453125,,1,,0,,0,,0,,1
2,230,189,0.015625,,6,,0,,0,,0,,6
19,232,166,0.59375,,1,,0,,0,,0,,1
5,232,189,0.15625,,6,,0,,0,,0,,6
4788,206,166,0.5846153846153846,,1,,0,,0,,0,,1
1144,206,85,0.13968253968253969,,3,,0,,0,,0,,3
646,234,166,1.0,,1,,0,,0,,0,,1
2,232,85,0.0625,,3,,0,,0,,0,,3
3975,189,212,0.06138522121843872,6,,0,,0,,0,0,6,3
1,189,207,1.54428229480349e-05,6,,0,,0,,0,0,6,3
24994,189,211,0.3859779167631843,6,,0,,0,,0,0,6,3
12,189,215,0.00018531387537641883,6,,0,,0,,0,0,6,3
439,189,218,0.0067793992741873215,6,,0,,0,,0,0,6,3
38,189,220,0.0005868272720253263,6,,0,,0,,0,0,6,3
4694,189,221,0.07248861091807582,6,,0,,0,,0,0,6,3
1,189,276,1.54428229480349e-05,6,,0,,0,,0,0,6,3
0,189,259,0.0,6,,0,,0,,0,0,6,3
3,189,224,4.632846884410471e-05,6,,0,,0,,0,0,6,3
3,189,225,4.632846884410471e-05,6,,0,,0,,0,0,6,3
0,189,229,0.0,6,,0,,0,,0,0,6,3
0,189,230,0.0,6,,0,,0,,0,0,6,3
512,189,206,0.00790672534939387,6,,0,,0,,0,0,6,3
1625,189,233,0.025094587290556712,6,,0,,0,,0,0,6,3
2,189,234,3.08856458960698e-05,6,,0,,0,,0,0,6,3
19,189,223,0.0002934136360126631,6,,0,,0,,0,0,6,3
1,189,239,1.54428229480349e-05,6,,0,,0,,0,0,6,3
14,189,241,0.00021619952127248864,6,,0,,0,,0,0,6,3
3,189,242,4.632846884410471e-05,6,,0,,0,,0,0,6,3
1,189,243,1.54428229480349e-05,6,,0,,0,,0,0,6,3
2,189,244,3.08856458960698e-05,6,,0,,0,,0,0,6,3
549,189,247,0.00847810979847116,6,,0,,0,,0,0,6,3
207,189,249,0.0031966643502432247,6,,0,,0,,0,0,6,3
152,189,253,0.002347309088101305,6,,0,,0,,0,0,6,3
1,189,254,1.54428229480349e-05,6,,0,,0,,0,0,6,3
2668,221,85,0.060288335517693324,,3,,0,,0,,0,,3
17548,211,85,0.09982649259038028,,3,,0,,0,,0,,3
43,237,189,0.09885057471264368,,6,,0,,0,,0,,6
1531,223,166,0.880897583429229,,1,,0,,0,,0,,1
198,223,85,0.1139240506329114,,3,,0,,0,,0,,3
8,223,189,0.004602991944764097,,6,,0,,0,,0,,6
121,241,166,0.9166666666666666,,1,,0,,0,,0,,1
5,241,85,0.03787878787878788,,3,,0,,0,,0,,3
4,241,189,0.030303030303030307,,6,,0,,0,,0,,6
297,242,166,0.9642857142857144,,1,,0,,0,,0,,1
11,242,189,0.03571428571428571,,6,,0,,0,,0,,6
43,243,166,0.7413793103448276,,1,,0,,0,,0,,1
2,243,85,0.03448275862068965,,3,,0,,0,,0,,3
115,244,166,0.8455882352941176,,1,,0,,0,,0,,1
39357,265,166,0.3888608945667961,,1,,0,,0,,0,,1
2589,256,166,0.7422591743119266,,1,,0,,0,,0,,1
1171,257,166,0.7668631303208906,,1,,0,,0,,0,,1
15902,247,166,0.7984935977906101,,1,,0,,0,,0,,1
1640,247,85,0.08234998744664826,,3,,0,,0,,0,,3
820,247,189,0.04117499372332413,,6,,0,,0,,0,,6
150,236,147,0.015751338863803425,,25,,1200,,0,,0,,1225
521,236,85,0.054709650320277234,,3,,0,,0,,0,,3
6661,248,166,0.8631592587793184,,1,,0,,0,,0,,1
386,248,189,0.05001943760528703,,6,,0,,0,,0,,6
97,249,147,0.0402991275446614,,25,,1200,,0,,0,,1225
1560,249,166,0.6481096800997092,,1,,0,,0,,0,,1
338,249,85,0.14042376402160367,,3,,0,,0,,0,,3
230,249,189,0.09555463232239303,,6,,0,,0,,0,,6
8,250,166,1.0,,1,,0,,0,,0,,1
5,251,166,0.625,,1,,0,,0,,0,,1
1,251,189,0.125,,6,,0,,0,,0,,6
666,239,166,0.9487179487179488,,1,,0,,0,,0,,1
2605,235,166,0.7605839416058394,,1,,0,,0,,0,,1
4319,253,166,0.837015503875969,,1,,0,,0,,0,,1
92,253,147,0.017829457364341085,,25,,1200,,0,,0,,1225
287,253,85,0.05562015503875969,,3,,0,,0,,0,,3
455,253,189,0.08817829457364341,,6,,0,,0,,0,,6
493,254,166,0.8963636363636364,,1,,0,,0,,0,,1
6,291,166,1.0,,1,,0,,0,,0,,1
13,285,166,1.0,,1,,0,,0,,0,,1
304,258,166,0.8106666666666666,,1,,0,,0,,0,,1
35,255,166,1.0,,1,,0,,0,,0,,1
66,260,166,1.0,,1,,0,,0,,0,,1
271,269,166,0.9475524475524476,,1,,0,,0,,0,,1
19,166,291,5.724891829675428e-05,1,,0,,0,,0,0,1,1
25,166,285,7.532752407467671e-05,1,,0,,0,,0,0,1,1
288,166,258,0.0008677730773402755,1,,0,,0,,0,0,1,1
50,166,255,0.00015065504814935343,1,,0,,0,,0,0,1,1
380,166,259,0.0011449783659350855,1,,0,,0,,0,0,1,1
121,166,260,0.00036458521652143523,1,,0,,0,,0,0,1,1
159,166,269,0.00047908305311494375,1,,0,,0,,0,0,1,1
71,166,261,0.0002139301683720818,1,,0,,0,,0,0,1,1
22,166,262,6.628822118571551e-05,1,,0,,0,,0,0,1,1
6,166,226,1.8078605777922405e-05,1,,0,,0,,0,0,1,1
22,166,286,6.628822118571551e-05,1,,0,,0,,0,0,1,1
1,166,287,3.013100962987068e-06,1,,0,,0,,0,0,1,1
44,166,214,0.00013257644237143102,1,,0,,0,,0,0,1,1
33,166,270,9.943233177857325e-05,1,,0,,0,,0,0,1,1
596,166,234,0.0017958081739402926,1,,0,,0,,0,0,1,1
72,166,267,0.00021694326933506888,1,,0,,0,,0,0,1,1
332,166,239,0.0010003495197117066,1,,0,,0,,0,0,1,1
127,166,263,0.0003826638222993576,1,,0,,0,,0,0,1,1
97,166,264,0.0002922707934097456,1,,0,,0,,0,0,1,1
28,166,280,8.436682696363789e-05,1,,0,,0,,0,0,1,1
65,166,284,0.00019585156259415944,1,,0,,0,,0,0,1,1
87,166,272,0.0002621397837798749,1,,0,,0,,0,0,1,1
80,166,282,0.00024104807703896543,1,,0,,0,,0,0,1,1
18,166,292,5.423581733376722e-05,1,,0,,0,,0,0,1,1
79,261,166,1.0,,1,,0,,0,,0,,1
22,262,166,1.0,,1,,0,,0,,0,,1
27,286,166,1.0,,1,,0,,0,,0,,1
3,287,166,1.0,,1,,0,,0,,0,,1
77,214,166,0.927710843373494,,1,,0,,0,,0,,1
29,270,166,1.0,,1,,0,,0,,0,,1
65,267,166,0.9701492537313432,,1,,0,,0,,0,,1
155,263,166,0.9281437125748504,,1,,0,,0,,0,,1
376,246,166,0.9518987341772152,,1,,0,,0,,0,,1
172,264,166,0.9885057471264368,,1,,0,,0,,0,,1
51,284,166,1.0,,1,,0,,0,,0,,1
88,272,166,0.9361702127659576,,1,,0,,0,,0,,1
165,273,166,0.8870967741935484,,1,,0,,0,,0,,1
149,252,166,0.93125,,1,,0,,0,,0,,1
78,282,166,0.9397590361445785,,1,,0,,0,,0,,1
25,292,166,0.8620689655172413,,1,,0,,0,,0,,1
10492,166,208,0.03161345530366032,1,,0,,0,,0,0,1,1
12158,166,218,0.036633281507996766,1,,0,,0,,0,0,1,1
10252,166,217,0.03089031107254342,1,,0,,0,,0,0,1,1
2160,166,227,0.0065082980800520674,1,,0,,0,,0,0,1,1
3269,166,266,0.009849827048004724,1,,0,,0,,0,0,1,1
16059,218,166,0.8607493166103876,,1,,0,,0,,0,,1
248,266,189,0.0744074407440744,,6,,0,,0,,0,,6
312,189,227,0.004818160759786889,6,,0,,0,,0,0,6,6
