flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
19559,166,233,0.06892383808412944,128,,0,,313,,4271,14008,4712,18745
19854,233,166,0.8650980392156863,,128,,0,,313,,4271,,4712
63534,211,166,0.5647265874991111,,128,,0,,313,,4271,,4712
1726,208,189,0.14335548172757476,,34,,0,,72,,26,,132
19310,211,189,0.17163834174784898,,34,,0,,72,,26,,132
266,147,221,0.02668539325842697,562,,0,,979,,23443,26,24984,132
569,147,212,0.05708266452648475,562,,0,,979,,23443,26,24984,132
4343,147,211,0.43569422150882825,562,,0,,979,,23443,26,24984,132
2,147,241,0.00020064205457463884,562,,0,,979,,23443,26,24984,132
86,147,247,0.00862760834670947,562,,0,,979,,23443,26,24984,132
81,147,236,0.008126003210272873,562,,0,,979,,23443,26,24984,132
34,147,249,0.003410914927768861,562,,0,,979,,23443,26,24984,132
6,147,253,0.0006019261637239165,562,,0,,979,,23443,26,24984,132
15594,212,166,0.6032961931290622,,128,,0,,313,,4271,,4712
4227,212,85,0.16353296193129066,,382,,0,,148,,32528,,33058
3355,212,189,0.12979727638502012,,34,,0,,72,,26,,132
268,215,166,0.8297213622291022,,128,,0,,313,,4271,,4712
16,215,189,0.04953560371517028,,34,,0,,72,,26,,132
69465,166,211,0.24478728015307796,128,,0,,313,,4271,26,4712,132
1703,166,207,0.006001191076091438,128,,0,,313,,4271,26,4712,132
18347,166,212,0.06465287884500857,128,,0,,313,,4271,26,4712,132
280,166,215,0.0009866902532622444,128,,0,,313,,4271,26,4712,132
3993,166,206,0.01407090779027194,128,,0,,313,,4271,26,4712,132
57,166,219,0.0002008619444140998,128,,0,,313,,4271,26,4712,132
3816,166,220,0.013447178594459734,128,,0,,313,,4271,26,4712,132
24983,166,221,0.08803743784732378,128,,0,,313,,4271,26,4712,132
197,166,259,0.0006942070710452222,128,,0,,313,,4271,26,4712,132
4950,166,224,0.017443274120171826,128,,0,,313,,4271,26,4712,132
11008,166,217,0.03879102252825282,128,,0,,313,,4271,26,4712,132
23510,166,228,0.08284674233641204,128,,0,,313,,4271,26,4712,132
510,166,229,0.0017971858184419453,128,,0,,313,,4271,26,4712,132
179,166,230,0.0006307769833355063,128,,0,,313,,4271,26,4712,132
58,166,232,0.00020438583817575064,128,,0,,313,,4271,26,4712,132
270,166,234,0.000951451315645736,128,,0,,313,,4271,26,4712,132
1580,166,223,0.005567752143408379,128,,0,,313,,4271,26,4712,132
7,166,241,2.4667256331556115e-05,128,,0,,313,,4271,26,4712,132
376,166,242,0.0013249840543807286,128,,0,,313,,4271,26,4712,132
778,166,246,0.00274158934656438,128,,0,,313,,4271,26,4712,132
9,166,244,3.1715043854857866e-05,128,,0,,313,,4271,26,4712,132
14208,166,247,0.05006748256553562,128,,0,,313,,4271,26,4712,132
4206,166,236,0.014821497161503576,128,,0,,313,,4271,26,4712,132
5335,166,248,0.018799973218407408,128,,0,,313,,4271,26,4712,132
966,166,249,0.003404081373754744,128,,0,,313,,4271,26,4712,132
1696,166,235,0.0059765238197598824,128,,0,,313,,4271,26,4712,132
3539,166,253,0.012471060022482442,128,,0,,313,,4271,26,4712,132
502,166,254,0.0017689946683487386,128,,0,,313,,4271,26,4712,132
12260,217,166,0.5986035838093843,,128,,0,,313,,4271,,4712
49,219,166,0.8909090909090909,,128,,0,,313,,4271,,4712
3445,220,166,0.9503448275862068,,128,,0,,313,,4271,,4712
101,220,85,0.027862068965517243,,382,,0,,148,,32528,,33058
79,220,189,0.021793103448275862,,34,,0,,72,,26,,132
9293,85,211,0.2644715123228414,382,,0,,148,,32528,26,33058,132
0,85,259,0.0,382,,0,,148,,32528,26,33058,132
6773,85,212,0.19275428311230008,382,,0,,148,,32528,26,33058,132
124,85,220,0.0035289430246456827,382,,0,,148,,32528,26,33058,132
1939,85,221,0.05518242358699983,382,,0,,148,,32528,26,33058,132
187,85,224,0.0053218737549092145,382,,0,,148,,32528,26,33058,132
4,85,225,0.00011383687176276396,382,,0,,148,,32528,26,33058,132
200,85,227,0.005691843588138197,382,,0,,148,,32528,26,33058,132
4,85,229,0.00011383687176276396,382,,0,,148,,32528,26,33058,132
1,85,232,2.845921794069099e-05,382,,0,,148,,32528,26,33058,132
0,85,278,0.0,382,,0,,148,,32528,26,33058,132
523,85,206,0.014884170982981388,382,,0,,148,,32528,26,33058,132
368,85,223,0.010472992202174285,382,,0,,148,,32528,26,33058,132
1,85,241,2.845921794069099e-05,382,,0,,148,,32528,26,33058,132
15,85,246,0.0004268882691103649,382,,0,,148,,32528,26,33058,132
1,85,244,2.845921794069099e-05,382,,0,,148,,32528,26,33058,132
0,85,284,0.0,382,,0,,148,,32528,26,33058,132
49,85,248,0.0013945016790938587,382,,0,,148,,32528,26,33058,132
111,85,249,0.0031589731914167,382,,0,,148,,32528,26,33058,132
4,85,251,0.00011383687176276396,382,,0,,148,,32528,26,33058,132
116,85,253,0.0033012692811201553,382,,0,,148,,32528,26,33058,132
251,221,147,0.008134560539279233,,562,,0,,979,,23443,,24984
24137,221,166,0.7822465646875809,,128,,0,,313,,4271,,4712
3255,221,189,0.10549001814882032,,34,,0,,72,,26,,132
178,259,166,0.9834254143646408,,128,,0,,313,,4271,,4712
3636,224,166,0.9634340222575516,,128,,0,,313,,4271,,4712
98,224,85,0.02596714361420244,,382,,0,,148,,32528,,33058
40,224,189,0.010598834128245893,,34,,0,,72,,26,,132
6,225,166,0.6666666666666666,,128,,0,,313,,4271,,4712
2,225,85,0.2222222222222222,,382,,0,,148,,32528,,33058
1,225,189,0.1111111111111111,,34,,0,,72,,26,,132
135,217,147,0.006591475025633514,,562,,0,,979,,23443,,24984
318,229,166,0.9968652037617556,,128,,0,,313,,4271,,4712
102,230,166,0.9902912621359224,,128,,0,,313,,4271,,4712
14,232,166,0.6086956521739131,,128,,0,,313,,4271,,4712
2,232,85,0.08695652173913042,,382,,0,,148,,32528,,33058
2,232,189,0.08695652173913042,,34,,0,,72,,26,,132
3310,206,166,0.7515894641235241,,128,,0,,313,,4271,,4712
270,206,85,0.06130790190735695,,382,,0,,148,,32528,,33058
340,206,189,0.07720254314259764,,34,,0,,72,,26,,132
1571,233,189,0.06845315904139432,,34,,0,,72,,26,,132
285,234,166,0.9405940594059404,,128,,0,,313,,4271,,4712
4035,189,212,0.07615794043259975,34,,0,,72,,26,4271,132,4712
20810,189,211,0.39277490468460985,34,,0,,72,,26,4271,132,4712
38,189,220,0.0007172247178286966,34,,0,,72,,26,4271,132,4712
3591,189,221,0.06777773583481182,34,,0,,72,,26,4271,132,4712
7,189,276,0.00013212034275791778,34,,0,,72,,26,4271,132,4712
36,189,224,0.0006794760484692914,34,,0,,72,,26,4271,132,4712
0,189,225,0.0,34,,0,,72,,26,4271,132,4712
0,189,229,0.0,34,,0,,72,,26,4271,132,4712
430,189,206,0.008115963912272092,34,,0,,72,,26,4271,132,4712
1546,189,233,0.029179721414820132,34,,0,,72,,26,4271,132,4712
14,189,234,0.0002642406855158356,34,,0,,72,,26,4271,132,4712
25,189,237,0.0004718583669925635,34,,0,,72,,26,4271,132,4712
97,189,240,0.0018308104639311465,34,,0,,72,,26,4271,132,4712
170,189,223,0.003208636895549432,34,,0,,72,,26,4271,132,4712
