flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
20715,166,233,0.06413610539189127,120,,0,,56,,2368,70461,2544,72497
20135,233,166,0.7464318813716404,,120,,0,,56,,2368,,2544
67062,211,166,0.5665455774267129,,120,,0,,56,,2368,,2544
9776,208,166,0.8247005230302008,,120,,0,,56,,2368,,2544
4412,211,147,0.037272957675086586,,688,,0,,187,,12517,,13392
19399,211,189,0.16388443017656498,,30,,0,,43,,32,,105
4869,147,211,0.4292515207617033,688,,0,,187,,12517,32,13392,105
1,147,220,8.81600987393106e-05,688,,0,,187,,12517,32,13392,105
213,147,217,0.01877810103147316,688,,0,,187,,12517,32,13392,105
1,147,232,8.81600987393106e-05,688,,0,,187,,12517,32,13392,105
99,147,206,0.008727849775191749,688,,0,,187,,12517,32,13392,105
699,147,212,0.0616239090187781,688,,0,,187,,12517,32,13392,105
10,147,253,0.0008816009873931058,688,,0,,187,,12517,32,13392,105
20766,212,166,0.6046470999301188,,120,,0,,56,,2368,,2544
4068,212,189,0.11844863731656186,,30,,0,,43,,32,,105
113,215,166,0.8071428571428572,,120,,0,,56,,2368,,2544
4,215,85,0.028571428571428567,,1004,,0,,14,,35866,,36884
31552,221,166,0.7696736107723081,,120,,0,,56,,2368,,2544
70789,166,211,0.21917116893973404,120,,0,,56,,2368,2368,2544,2544
1991,166,207,0.006164372958496525,120,,0,,56,,2368,2368,2544,2544
123,166,258,0.00038082263882223633,120,,0,,56,,2368,2368,2544,2544
25554,166,212,0.07911822530458071,120,,0,,56,,2368,2368,2544,2544
116,166,215,0.00035914980571853184,120,,0,,56,,2368,2368,2544,2544
5160,166,206,0.015975974116445038,120,,0,,56,,2368,2368,2544,2544
76,166,219,0.00023530504512593462,120,,0,,56,,2368,2368,2544,2544
5145,166,220,0.015929532331222813,120,,0,,56,,2368,2368,2544,2544
31777,166,221,0.098385373933774,120,,0,,56,,2368,2368,2544,2544
72,166,214,0.0002229205690666749,120,,0,,56,,2368,2368,2544,2544
265,166,259,0.0008204715389259563,120,,0,,56,,2368,2368,2544,2544
5195,166,224,0.01608433828196356,120,,0,,56,,2368,2368,2544,2544
1,166,225,3.096119014814929e-06,120,,0,,56,,2368,2368,2544,2544
26,166,226,8.049909438518817e-05,120,,0,,56,,2368,2368,2544,2544
15610,166,217,0.04833041782126105,120,,0,,56,,2368,2368,2544,2544
25435,166,228,0.07874978714181773,120,,0,,56,,2368,2368,2544,2544
258,166,229,0.0007987987058222519,120,,0,,56,,2368,2368,2544,2544
129,166,230,0.00039939935291112593,120,,0,,56,,2368,2368,2544,2544
60,166,232,0.00018576714088889575,120,,0,,56,,2368,2368,2544,2544
473,166,234,0.0014644642940074616,120,,0,,56,,2368,2368,2544,2544
367,166,237,0.0011362756784370788,120,,0,,56,,2368,2368,2544,2544
3210,166,223,0.009938542037555924,120,,0,,56,,2368,2368,2544,2544
16,166,241,4.953790423703887e-05,120,,0,,56,,2368,2368,2544,2544
337,166,242,0.0010433921079926313,120,,0,,56,,2368,2368,2544,2544
8,166,243,2.476895211851944e-05,120,,0,,56,,2368,2368,2544,2544
759,166,246,0.002349954332244532,120,,0,,56,,2368,2368,2544,2544
38,166,244,0.00011765252256296731,120,,0,,56,,2368,2368,2544,2544
34898,166,265,0.10804836137901143,120,,0,,56,,2368,2368,2544,2544
16261,166,247,0.050345991299905565,120,,0,,56,,2368,2368,2544,2544
4841,166,236,0.014988312150719071,120,,0,,56,,2368,2368,2544,2544
5143,166,248,0.015923340093193183,120,,0,,56,,2368,2368,2544,2544
1291,166,249,0.003997089648126074,120,,0,,56,,2368,2368,2544,2544
1053,166,239,0.003260213322600121,120,,0,,56,,2368,2368,2544,2544
951,166,257,0.0029444091830889982,120,,0,,56,,2368,2368,2544,2544
4305,166,253,0.013328792358778272,120,,0,,56,,2368,2368,2544,2544
652,166,254,0.002018669597659334,120,,0,,56,,2368,2368,2544,2544
