flow,origin,destination,out_ratio,CL_origin,CL_destination,CC_origin,CC_destination,S_origin,S_destination,SC_origin,SC_destination,sum_origin,sum_destination
61526,211,166,0.545230583814824,,18,,1835,,875,,0,,2728
1531,208,189,0.13687974966472954,,24,,4,,67,,0,,95
5494,211,147,0.04868668249973415,,302,,19025,,967,,0,,20294
19995,211,189,0.17719152103789299,,24,,4,,67,,0,,95
2424,210,166,0.6748329621380846,,18,,1835,,875,,0,,2728
1,147,220,7.352400558782443e-05,302,,19025,,967,,0,0,20294,2728
1,147,276,7.352400558782443e-05,302,,19025,,967,,0,0,20294,2728
1,147,223,7.352400558782443e-05,302,,19025,,967,,0,0,20294,2728
151,147,206,0.011102124843761487,302,,19025,,967,,0,0,20294,2728
660,147,212,0.048525843687964115,302,,19025,,967,,0,0,20294,2728
5954,147,211,0.43776192926990665,302,,19025,,967,,0,0,20294,2728
84,147,247,0.006176016469377253,302,,19025,,967,,0,0,20294,2728
53,147,249,0.003896772296154695,302,,19025,,967,,0,0,20294,2728
24,147,253,0.0017645761341077864,302,,19025,,967,,0,0,20294,2728
14769,212,166,0.6060817465528562,,18,,1835,,875,,0,,2728
4434,212,85,0.1819599474720945,,64,,6013,,1672,,0,,7749
2439,212,189,0.1000902823374918,,24,,4,,67,,0,,95
146,215,166,0.7978142076502732,,18,,1835,,875,,0,,2728
7,215,85,0.03825136612021858,,64,,6013,,1672,,0,,7749
23007,221,166,0.7723061430010071,,18,,1835,,875,,0,,2728
1653,166,207,0.0059076012565714466,18,,1835,,875,,0,0,2728,2728
16208,166,212,0.05792522756594678,18,,1835,,875,,0,0,2728,2728
142,166,215,0.0005074890371646373,18,,1835,,875,,0,0,2728,2728
3613,166,206,0.012912379516027004,18,,1835,,875,,0,0,2728,2728
65197,166,211,0.2330053715212877,18,,1835,,875,,0,0,2728,2728
58,166,219,0.000207284254616542,18,,1835,,875,,0,0,2728,2728
4043,166,220,0.014449142093356541,18,,1835,,875,,0,0,2728,2728
23349,166,221,0.08344620794899378,18,,1835,,875,,0,0,2728,2728
1112,166,222,0.003974139502303357,18,,1835,,875,,0,0,2728,2728
7,166,276,2.5017065212341282e-05,18,,1835,,875,,0,0,2728,2728
0,166,288,0.0,18,,1835,,875,,0,0,2728,2728
4777,166,224,0.01707236007419347,18,,1835,,875,,0,0,2728,2728
2,166,225,7.147732917811792e-06,18,,1835,,875,,0,0,2728,2728
12800,166,217,0.045745490673995484,18,,1835,,875,,0,0,2728,2728
1851,166,227,0.006615226815434814,18,,1835,,875,,0,0,2728,2728
24144,166,228,0.08628743178382396,18,,1835,,875,,0,0,2728,2728
158,166,229,0.0005646709005071316,18,,1835,,875,,0,0,2728,2728
63,166,230,0.0002251535869110715,18,,1835,,875,,0,0,2728,2728
17,166,270,6.0755729801400244e-05,18,,1835,,875,,0,0,2728,2728
24,166,232,8.577279501374152e-05,18,,1835,,875,,0,0,2728,2728
21202,166,233,0.07577311666172283,18,,1835,,875,,0,0,2728,2728
